5 0 5 .BBBCCDDJ..LI.JAALIEEE.LI..KFF.HHK.. 
5 0 5 .BBBCCDDJ..LI.JAALIEEE.LI..KFFHH.K.. H99 
5 0 5 .BBBCCDDJ..LI.JAALI.EEELI..KFFHH.K.. E99 H99 
5 0 5 BBB.CCDDJ..LI.JAALI.EEELI..KFFHH.K.. B99 E99 H99 
5 0 5 BBB.CCDDJ..LI.JAALI.EEELI..KFF.HHK.. B99 E99 H98 
5 0 5 BBB.CCDDJ..L..JAALI.EEELI..KFFIHHK.. B99 E99 H98 I99 
5 0 5 BBB.CCDDJ..L..JAALIEEE.LI..KFFIHHK.. B99 E98 H98 I99 
5 0 5 BBBCC.DDJ..L..JAALIEEE.LI..KFFIHHK.. B99 C99 E98 H98 I99 
5 0 5 BBBCC.DDJ..LI.JAALIEEE.LI..KFF.HHK.. B99 C99 E98 H98 I98 
5 0 5 BBBCC.DDJ..LI.JAALIEEE.LI..KFFHH.K.. B99 C99 E98 H97 I98 
5 0 5 BBBCCLDDJ..LI.JAALIEEE..I..KFFHH.K.. B99 C99 E98 H97 I98 L99 
5 0 5 BBBCCLDDJ..LI.JAALI..EEEI..KFFHH.K.. B99 C99 E96 H97 I98 L99 
5 0 5 BBBCCLDDJ..LI.JAALI..EEEI..KFF.HHK.. B99 C99 E96 H96 I98 L99 
5 0 5 BBBCCLDDJ..L..JAALI..EEEI..KFFIHHK.. B99 C99 E96 H96 I97 L99 
5 0 5 BBBCCLDDJ..L..JAALI.EEE.I..KFFIHHK.. B99 C99 E95 H96 I97 L99 
5 0 5 BBBCCLDD...L...AALI.JEEEI.JKFFIHHK.. B99 C99 E96 H96 I97 J98 L99 
5 0 5 BBBCCLDD...LAA...LI.JEEEI.JKFFIHHK.. A97 B99 C99 E96 H96 I97 J98 L99 
5 0 5 BBBCCL...DDLAA...LI.JEEEI.JKFFIHHK.. A97 B99 C99 D97 E96 H96 I97 J98 L99 
5 0 5 BBBCCL...DDL..AA.LI.JEEEI.JKFFIHHK.. A95 B99 C99 D97 E96 H96 I97 J98 L99 
5 0 5 BBBCCLI..DDLI.AA.LI.JEEE..JKFF.HHK.. A95 B99 C99 D97 E96 H96 I95 J98 L99 
5 0 5 BBBCCLI..DDLI.AA.LI.JEEE..JKFFHH.K.. A95 B99 C99 D97 E96 H95 I95 J98 L99 
5 0 5 BBBCCLI..DDLI.AA.LI..EEE..JKFFHHJK.. A95 B99 C99 D97 E96 H95 I95 J97 L99 
5 0 5 BBBCCLI..DDLI.AA.LIEEE....JKFFHHJK.. A95 B99 C99 D97 E94 H95 I95 J97 L99 
5 0 5 BBBCCL...DDLI.AA.LIEEE..I.JKFFHHJK.. A95 B99 C99 D97 E94 H95 I94 J97 L99 
5 0 5 BBBCCL...DDLI.AA.LI.EEE.I.JKFFHHJK.. A95 B99 C99 D97 E93 H95 I94 J97 L99 
5 0 5 BBBCC....DDLI.AA.LI.EEELI.JKFFHHJK.. A95 B99 C99 D97 E93 H95 I94 J97 L98 
5 0 5 BBBCC....DDLI..AALI.EEELI.JKFFHHJK.. A94 B99 C99 D97 E93 H95 I94 J97 L98 
5 0 5 BBBCC....DDLI..AALIEEE.LI.JKFFHHJK.. A94 B99 C99 D97 E92 H95 I94 J97 L98 
5 0 5 BBBCC....DDLIAA..LIEEE.LI.JKFFHHJK.. A92 B99 C99 D97 E92 H95 I94 J97 L98 
5 0 5 BBBCC.I..DDLIAA..LIEEE.L..JKFFHHJK.. A92 B99 C99 D97 E92 H95 I93 J97 L98 
5 0 5 BBBCC.I..DDLIAA..LI.EEEL..JKFFHHJK.. A92 B99 C99 D97 E91 H95 I93 J97 L98 
5 0 5 BBBCCLI..DDLIAA..LI.EEE...JKFFHHJK.. A92 B99 C99 D97 E91 H95 I93 J97 L97 
5 0 5 BBBCCLI..DDLI..AALI.EEE...JKFFHHJK.. A90 B99 C99 D97 E91 H95 I93 J97 L97 
5 0 5 BBBCCLIDD..LI..AALI.EEE...JKFFHHJK.. A90 B99 C99 D95 E91 H95 I93 J97 L97 
5 0 5 BBBCCLIDD..LI..AALI..EEE..JKFFHHJK.. A90 B99 C99 D95 E90 H95 I93 J97 L97 
5 0 5 BBBCCLIDD..LI.JAALI.JEEE...KFFHH.K.. A90 B99 C99 D95 E90 H95 I93 J95 L97 
5 0 5 BBBCCLIDD..LI.JAALI.JEEE...KFF.HHK.. A90 B99 C99 D95 E90 H94 I93 J95 L97 
5 0 5 BBBCCLIDD..LI..AALI.JEEE..JKFF.HHK.. A90 B99 C99 D95 E90 H94 I93 J94 L97 
5 0 5 BBBCCL.DD..LI..AALI.JEEEI.JKFF.HHK.. A90 B99 C99 D95 E90 H94 I92 J94 L97 
5 0 5 BBBCCL.DD..LI..AALI.JEEEI.JKFFHH.K.. A90 B99 C99 D95 E90 H93 I92 J94 L97 
5 0 5 BBBCCL.DD..LIAA..LI.JEEEI.JKFFHH.K.. A88 B99 C99 D95 E90 H93 I92 J94 L97 
5 0 5 BBBCCL.DD..LIAA..LI..EEEI.JKFFHHJK.. A88 B99 C99 D95 E90 H93 I92 J93 L97 
5 0 5 BBBCCL.DD..LIAA..LIEEE..I.JKFFHHJK.. A88 B99 C99 D95 E88 H93 I92 J93 L97 
5 0 5 BBBCCL.DD..LI..AALIEEE..I.JKFFHHJK.. A86 B99 C99 D95 E88 H93 I92 J93 L97 
5 0 5 BBBCCL..DD.LI..AALIEEE..I.JKFFHHJK.. A86 B99 C99 D94 E88 H93 I92 J93 L97 
5 0 5 BBBCCL..DD.LI..AALI..EEEI.JKFFHHJK.. A86 B99 C99 D94 E86 H93 I92 J93 L97 
5 0 5 BBBCCL..DD.LI.JAALI.JEEEI..KFFHH.K.. A86 B99 C99 D94 E86 H93 I92 J91 L97 
5 0 5 BBBCCL..DD.LI.JAALI.JEEEI..KFF.HHK.. A86 B99 C99 D94 E86 H92 I92 J91 L97 
5 0 5 BBBCCL..DD.L..JAALI.JEEEI..KFFIHHK.. A86 B99 C99 D94 E86 H92 I91 J91 L97 
5 0 5 BBBCCL...DDL..JAALI.JEEEI..KFFIHHK.. A86 B99 C99 D93 E86 H92 I91 J91 L97 
5 0 5 BBBCCL..JDDL..JAALI..EEEI..KFFIHHK.. A86 B99 C99 D93 E86 H92 I91 J90 L97 
5 0 5 BBBCCL..JDDL..JAALIEEE..I..KFFIHHK.. A86 B99 C99 D93 E84 H92 I91 J90 L97 
5 0 5 BBBCCLI.JDDLI.JAALIEEE.....KFF.HHK.. A86 B99 C99 D93 E84 H92 I89 J90 L97 
5 0 5 BBBCCLI.JDDLI.JAALIEEE.....KFFHH.K.. A86 B99 C99 D93 E84 H91 I89 J90 L97 
5 0 5 BBBCCLI.JDDLI.JAALI..EEE...KFFHH.K.. A86 B99 C99 D93 E82 H91 I89 J90 L97 
5 0 5 BBBCCL..JDDLI.JAALI..EEEI..KFFHH.K.. A86 B99 C99 D93 E82 H91 I88 J90 L97 
5 0 5 BBBCCL..JDDLI.JAALI.EEE.I..KFFHH.K.. A86 B99 C99 D93 E81 H91 I88 J90 L97 
5 0 5 BBBCCL..JDDLI.JAALI.EEE.I..KFF.HHK.. A86 B99 C99 D93 E81 H90 I88 J90 L97 
5 0 5 BBBCC...JDDLI.JAALI.EEELI..KFF.HHK.. A86 B99 C99 D93 E81 H90 I88 J90 L96 
5 0 5 BBBCC...JDDL..JAALI.EEELI..KFFIHHK.. A86 B99 C99 D93 E81 H90 I87 J90 L96 
5 0 5 BBB.CC..JDDL..JAALI.EEELI..KFFIHHK.. A86 B99 C98 D93 E81 H90 I87 J90 L96 
5 0 5 BBB.CC..JDDL..JAALIEEE.LI..KFFIHHK.. A86 B99 C98 D93 E80 H90 I87 J90 L96 
5 0 5 BBB.CCI.JDDLI.JAALIEEE.L...KFF.HHK.. A86 B99 C98 D93 E80 H90 I85 J90 L96 
5 0 5 BBB.CCI.JDDLI.JAALIEEE.L...KFFHH.K.. A86 B99 C98 D93 E80 H89 I85 J90 L96 
5 0 5 BBB.CCI.JDDLI.JAALI.EEEL...KFFHH.K.. A86 B99 C98 D93 E79 H89 I85 J90 L96 
5 0 5 BBB.CC..JDDLI.JAALI.EEELI..KFFHH.K.. A86 B99 C98 D93 E79 H89 I84 J90 L96 
5 0 5 .BBBCC..JDDLI.JAALI.EEELI..KFFHH.K.. A86 B98 C98 D93 E79 H89 I84 J90 L96 
5 0 5 .BBBCC..JDDLI.JAALI.EEELI..KFF.HHK.. A86 B98 C98 D93 E79 H88 I84 J90 L96 
5 0 5 .BBBCC..JDDLI.JAALIEEE.LI..KFF.HHK.. A86 B98 C98 D93 E78 H88 I84 J90 L96 
5 0 5 IBBBCCI.JDDLI.JAAL.EEE.L...KFF.HHK.. A86 B98 C98 D93 E78 H88 I82 J90 L96 
5 0 5 IBBBCCI.JDDLI.JAAL.EEE.L...KFFHH.K.. A86 B98 C98 D93 E78 H87 I82 J90 L96 
5 0 5 IBBBCCI.JDDLI.JAALEEE..L...KFFHH.K.. A86 B98 C98 D93 E77 H87 I82 J90 L96 
5 0 5 IBBBCCI.JDDLI.JAALEEEK.L...KFF..HH.. A86 B98 C98 D93 E77 H85 I82 J90 K99 L96 
5 0 5 IBBBCCI.JDDLI.JAALEEEK.L...KFF.HH... A86 B98 C98 D93 E77 H86 I82 J90 K99 L96 
5 0 5 IBBBCCI.JDDLI.JAALEEE..L...KFF.HHK.. A86 B98 C98 D93 E77 H88 I82 J90 L96 
5 0 5 IBBBCCI.JDDLI.JAAL..EEEL...KFF.HHK.. A86 B98 C98 D93 E79 H88 I82 J90 L96 
5 0 5 .BBBCCI.JDDLI.JAALI.EEEL...KFF.HHK.. A86 B98 C98 D93 E79 H88 I83 J90 L96 
5 0 5 .BBBCC..JDDLI.JAALIEEE.LI..KFFHH.K.. A86 B98 C98 D93 E78 H89 I84 J90 L96 
5 0 5 IBBBCCI.JDDLI.JAAL..EEEL...KFFHH.K.. A86 B98 C98 D93 E79 H89 I82 J90 L96 
5 0 5 BBBCC.I.JDDLI.JAALI.EEEL...KFFHH.K.. A86 B99 C97 D93 E79 H89 I85 J90 L96 
5 0 5 .BBBCCI.JDDLI.JAALI.EEEL...KFFHH.K.. A86 B98 C98 D93 E79 H89 I85 J90 L96 
5 0 5 BBB.CC..JDDLI.JAALIEEE.LI..KFFHH.K.. A86 B99 C98 D93 E80 H89 I84 J90 L96 
5 0 5 BBBCC...JDDLI.JAALIEEE.LI..KFFHH.K.. A86 B99 C97 D93 E80 H89 I84 J90 L96 
5 0 5 .BBBCCI.JDDLI.JAALIEEE.L...KFFHH.K.. A86 B98 C98 D93 E80 H89 I85 J90 L96 
5 0 5 .BBBCCI.JDDLI.JAALIEEE.L...KFF.HHK.. A86 B98 C98 D93 E80 H90 I85 J90 L96 
5 0 5 BBB.CC..JDDLI.JAALIEEE.LI..KFF.HHK.. A86 B99 C98 D93 E80 H90 I86 J90 L96 
5 0 5 .BBBCC..JDDL..JAALIEEE.LI..KFFIHHK.. A86 B98 C98 D93 E80 H90 I87 J90 L96 
5 0 5 BBB.CCI.JDDLI.JAALI.EEEL...KFF.HHK.. A86 B99 C98 D93 E81 H90 I85 J90 L96 
5 0 5 .BBBCC..JDDL..JAALI.EEELI..KFFIHHK.. A86 B98 C98 D93 E81 H90 I87 J90 L96 
5 0 5 BBBCC...JDDLI.JAALIEEE.LI..KFF.HHK.. A86 B99 C99 D93 E80 H90 I88 J90 L96 
5 0 5 BBBCC.I.JDDLI.JAALI.EEEL...KFF.HHK.. A86 B99 C99 D93 E81 H90 I87 J90 L96 
5 0 5 BBB.CC..JDDLI.JAALI.EEELI..KFF.HHK.. A86 B99 C98 D93 E81 H90 I88 J90 L96 
5 0 5 BBBCC...JDDLI.JAALI.EEELI..KFFHH.K.. A86 B99 C99 D93 E81 H91 I88 J90 L96 
5 0 5 BBBCCLI.JDDLI.JAALI.EEE....KFFHH.K.. A86 B99 C99 D93 E83 H91 I89 J90 L97 
5 0 5 BBBCCL..JDDLI.JAALIEEE..I..KFFHH.K.. A86 B99 C99 D93 E84 H91 I88 J90 L97 
5 0 5 BBBCC.I.JDDLI.JAALIEEE.L...KFFHH.K.. A86 B99 C99 D93 E84 H91 I89 J90 L96 
5 0 5 BBBCCLI.JDDLI.JAALI.EEE....KFF.HHK.. A86 B99 C99 D93 E83 H92 I89 J90 L97 
5 0 5 BBBCC.I.JDDLI.JAALIEEE.L...KFF.HHK.. A86 B99 C99 D93 E84 H92 I89 J90 L96 
5 0 5 BBBCCL..JDDLI.JAALIEEE..I..KFF.HHK.. A86 B99 C99 D93 E84 H92 I90 J90 L97 
5 0 5 BBBCC...JDDL..JAALIEEE.LI..KFFIHHK.. A86 B99 C99 D93 E84 H92 I91 J90 L96 
5 0 5 BBBCCL..JDDL..JAALI.EEE.I..KFFIHHK.. A86 B99 C99 D93 E85 H92 I91 J90 L97 
5 0 5 BBBCCLI.JDDLI.JAALI..EEE...KFF.HHK.. A86 B99 C99 D93 E86 H92 I89 J90 L97 
5 0 5 BBBCCL..JDDLI.JAALI..EEEI..KFF.HHK.. A86 B99 C99 D93 E86 H92 I90 J90 L97 
5 0 5 BBBCCL...DDLI.JAALI.JEEEI..KFF.HHK.. A86 B99 C99 D93 E86 H92 I92 J91 L97 
5 0 5 BBBCCL...DDLI.JAALI.JEEEI..KFFHH.K.. A86 B99 C99 D93 E86 H93 I92 J91 L97 
5 0 5 BBBCCL..DD.LI.AA.LI..EEEI.JKFFHHJK.. A85 B99 C99 D94 E86 H93 I92 J93 L97 
5 0 5 BBBCCL..DD.LI.AA.LI.JEEEI.JKFFHH.K.. A85 B99 C99 D94 E86 H93 I92 J92 L97 
5 0 5 BBBCCL..DD.LI.AA.LI.JEEEI.JKFF.HHK.. A85 B99 C99 D94 E86 H92 I92 J92 L97 
5 0 5 BBBCCL..DD.LIAA..LI.JEEEI.JKFF.HHK.. A84 B99 C99 D94 E86 H92 I92 J92 L97 
5 0 5 BBBCCL..DD.L.AA..LI.JEEEI.JKFFIHHK.. A84 B99 C99 D94 E86 H92 I91 J92 L97 
5 0 5 BBBCCL.DD..L.AA..LI.JEEEI.JKFFIHHK.. A84 B99 C99 D93 E86 H92 I91 J92 L97 
5 0 5 BBBCCLI.DD.LIAA..LI.JEEE..JKFF.HHK.. A84 B99 C99 D94 E86 H92 I91 J92 L97 
5 0 5 BBBCCLI.DD.LIAA..LI.JEEE..JKFFHH.K.. A84 B99 C99 D94 E86 H91 I91 J92 L97 
5 0 5 BBBCCLI.DD.LIAA..LI..EEE..JKFFHHJK.. A84 B99 C99 D94 E86 H91 I91 J91 L97 
5 0 5 BBBCCLI.DD.LIAA..LIEEE....JKFFHHJK.. A84 B99 C99 D94 E84 H91 I91 J91 L97 
5 0 5 BBBCCLI.DD.LI..AALI.JEEE..JKFFHH.K.. A82 B99 C99 D94 E86 H91 I91 J92 L97 
5 0 5 BBBCCL...DDLIAA..LI.JEEEI.JKFF.HHK.. A84 B99 C99 D93 E86 H92 I92 J92 L97 
5 0 5 BBBCCLDD...LIAA..LI.JEEEI.JKFF.HHK.. A84 B99 C99 D92 E86 H92 I92 J92 L97 
5 0 5 BBBCCLDD...LI.AA.LI.JEEEI.JKFF.HHK.. A85 B99 C99 D92 E86 H92 I92 J92 L97 
5 0 5 BBBCCLDD...LI.AA.LI.JEEEI.JKFFHH.K.. A85 B99 C99 D92 E86 H93 I92 J92 L97 
5 0 5 BBBCCLDD...LI.AA.LI..EEEI.JKFFHHJK.. A85 B99 C99 D92 E86 H93 I92 J93 L97 
5 0 5 BBBCCL...DDLI..AALI..EEEI.JKFFHHJK.. A86 B99 C99 D93 E86 H93 I92 J93 L97 
5 0 5 BBBCCL..DD.LI..AALI.EEE.I.JKFFHHJK.. A86 B99 C99 D94 E87 H93 I92 J93 L97 
5 0 5 BBBCCL..DD.LIAA..LI.EEE.I.JKFFHHJK.. A84 B99 C99 D94 E87 H93 I92 J93 L97 
5 0 5 BBBCC...DD.LIAA..LI.EEELI.JKFFHHJK.. A84 B99 C99 D94 E87 H93 I92 J93 L96 
5 0 5 BBBCC.DD...LIAA..LI.EEELI.JKFFHHJK.. A84 B99 C99 D92 E87 H93 I92 J93 L96 
5 0 5 BBB.CCDD...LIAA..LI.EEELI.JKFFHHJK.. A84 B99 C98 D92 E87 H93 I92 J93 L96 
5 0 5 BBB.CCDD...LIAA..LIEEE.LI.JKFFHHJK.. A84 B99 C98 D92 E86 H93 I92 J93 L96 
5 0 5 BBB.CCDD...LI..AALIEEE.LI.JKFFHHJK.. A82 B99 C98 D92 E86 H93 I92 J93 L96 
5 0 5 BBB.CC..DD.LI..AALIEEE.LI.JKFFHHJK.. A82 B99 C98 D90 E86 H93 I92 J93 L96 
5 0 5 BBB.CC..DD.LI..AALI.EEELI.JKFFHHJK.. A82 B99 C98 D90 E85 H93 I92 J93 L96 
5 0 5 BBB.CC..DD.LI.AA.LI.EEELI.JKFFHHJK.. A81 B99 C98 D90 E85 H93 I92 J93 L96 
5 0 5 BBB.CCI.DD.LI.AA.LI.EEEL..JKFFHHJK.. A81 B99 C98 D90 E85 H93 I91 J93 L96 
5 0 5 BBB.CCI.DD.LI.AA.LIEEE.L..JKFFHHJK.. A81 B99 C98 D90 E84 H93 I91 J93 L96 
5 0 5 BBB.CCI.DD.LIAA..LIEEE.L..JKFFHHJK.. A80 B99 C98 D90 E84 H93 I91 J93 L96 
5 0 5 BBB.CCIDD..LIAA..LIEEE.L..JKFFHHJK.. A80 B99 C98 D89 E84 H93 I91 J93 L96 
5 0 5 BBB.CCIDD..LIAA..LI.EEEL..JKFFHHJK.. A80 B99 C98 D89 E83 H93 I91 J93 L96 
5 0 5 BBB.CCIDD..LI..AALI.EEEL..JKFFHHJK.. A78 B99 C98 D89 E83 H93 I91 J93 L96 
5 0 5 BBB.CCI..DDLI..AALI.EEEL..JKFFHHJK.. A78 B99 C98 D87 E83 H93 I91 J93 L96 
5 0 5 BBB.CCI..DDLI..AALIEEE.L..JKFFHHJK.. A78 B99 C98 D87 E82 H93 I91 J93 L96 
5 0 5 .BBBCCI..DDLI..AALIEEE.L..JKFFHHJK.. A78 B98 C98 D87 E82 H93 I91 J93 L96 
5 0 5 .BBBCC...DDLI..AALIEEE.LI.JKFFHHJK.. A78 B98 C98 D87 E82 H93 I90 J93 L96 
5 0 5 .BBBCC...DDLI..AALI.EEELI.JKFFHHJK.. A78 B98 C98 D87 E81 H93 I90 J93 L96 
5 0 5 .BBBCC...DDLIAA..LI.EEELI.JKFFHHJK.. A76 B98 C98 D87 E81 H93 I90 J93 L96 
5 0 5 IBBBCCI..DDLIAA..L..EEEL..JKFFHHJK.. A76 B98 C98 D87 E81 H93 I88 J93 L96 
5 0 5 IBBBCCI..DDLIAA..LEEE..L..JKFFHHJK.. A76 B98 C98 D87 E79 H93 I88 J93 L96 
5 0 5 IBBBCCI..DDLIAA..LEEEK.L..JKFFHHJ... A76 B98 C98 D87 E79 H93 I88 J93 K99 L96 
5 0 5 IBBBCCI..DDLI..AALEEEK.L..JKFFHHJ... A74 B98 C98 D87 E79 H93 I88 J93 K99 L96 
5 0 5 IBBBCCIDD..LI..AALEEEK.L..JKFFHHJ... A74 B98 C98 D85 E79 H93 I88 J93 K99 L96 
5 0 5 IBBBCCIDD..LI..AALEEE..L..JKFFHHJK.. A74 B98 C98 D85 E79 H93 I88 J93 K98 L96 
5 0 5 IBBBCCIDD..LI..AAL..EEEL..JKFFHHJK.. A74 B98 C98 D85 E77 H93 I88 J93 K98 L96 
5 0 5 IBBBCCIDD..LI.AA.L..EEEL..JKFFHHJK.. A73 B98 C98 D85 E77 H93 I88 J93 K98 L96 
5 0 5 IBBBCCIDD..LI.AA.L.EEE.L..JKFFHHJK.. A73 B98 C98 D85 E76 H93 I88 J93 K98 L96 
5 0 5 IBBBCCIDD..LIAA..L.EEE.L..JKFFHHJK.. A72 B98 C98 D85 E76 H93 I88 J93 K98 L96 
5 0 5 .BBBCC.DD..LIAA..LIEEE.LI.JKFFHHJK.. A72 B98 C98 D85 E76 H93 I86 J93 K98 L96 
5 0 5 .BBBCC..DD.LIAA..LIEEE.LI.JKFFHHJK.. A72 B98 C98 D84 E76 H93 I86 J93 K98 L96 
5 0 5 .BBBCC..DD.LI.AA.LIEEE.LI.JKFFHHJK.. A71 B98 C98 D84 E76 H93 I86 J93 K98 L96 
5 0 5 .BBBCCDD...LI.AA.LIEEE.LI.JKFFHHJK.. A71 B98 C98 D82 E76 H93 I86 J93 K98 L96 
5 0 5 .BBBCCDD...LI.AA.LI.EEELI.JKFFHHJK.. A71 B98 C98 D82 E75 H93 I86 J93 K98 L96 
5 0 5 IBBBCCI.DD.LIAA..L.EEE.L..JKFFHHJK.. A72 B98 C98 D84 E76 H93 I88 J93 K98 L96 
5 0 5 IBBBCCI.DD.LI..AAL.EEE.L..JKFFHHJK.. A70 B98 C98 D84 E76 H93 I88 J93 K98 L96 
5 0 5 .BBBCC.DD..LI.AA.LIEEE.LI.JKFFHHJK.. A73 B98 C98 D85 E76 H93 I86 J93 K98 L96 
5 0 5 BBB.CC.DD..LI.AA.LIEEE.LI.JKFFHHJK.. A73 B97 C98 D85 E76 H93 I86 J93 K98 L96 
5 0 5 BBB.CC...DDLI.AA.LIEEE.LI.JKFFHHJK.. A73 B97 C98 D83 E76 H93 I86 J93 K98 L96 
5 0 5 BBBCC..DD..LI.AA.LIEEE.LI.JKFFHHJK.. A73 B97 C97 D85 E76 H93 I86 J93 K98 L96 
5 0 5 BBBCC.IDD..LI.AA.LIEEE.L..JKFFHHJK.. A73 B97 C97 D85 E76 H93 I85 J93 K98 L96 
5 0 5 BBBCC.IDD..LI.AA.LI.EEEL..JKFFHHJK.. A73 B97 C97 D85 E75 H93 I85 J93 K98 L96 
5 0 5 BBBCC.IDD..LI..AALIEEE.L..JKFFHHJK.. A72 B97 C97 D85 E76 H93 I85 J93 K98 L96 
5 0 5 BBBCC.I.DD.LI..AALIEEE.L..JKFFHHJK.. A72 B97 C97 D84 E76 H93 I85 J93 K98 L96 
5 0 5 BBBCC.I.DD.LI..AALI.EEEL..JKFFHHJK.. A72 B97 C97 D84 E75 H93 I85 J93 K98 L96 
5 0 5 BBBCC...DD.LI.AA.LIEEE.LI.JKFFHHJK.. A73 B97 C97 D84 E76 H93 I86 J93 K98 L96 
5 0 5 BBBCC.DD...LI.AA.LIEEE.LI.JKFFHHJK.. A73 B97 C97 D84 E76 H93 I86 J93 K98 L96 
5 0 5 .BBBCCIDD..LI.AA.LIEEE.L..JKFFHHJK.. A73 B98 C98 D85 E76 H93 I87 J93 K98 L96 
5 0 5 IBBBCCI..DDLI.AA.L.EEE.L..JKFFHHJK.. A73 B98 C98 D83 E76 H93 I88 J93 K98 L96 
5 0 5 IBBBCCI.DD.LI.AA.L.EEE.L..JKFFHHJK.. A73 B98 C98 D84 E76 H93 I88 J93 K98 L96 
5 0 5 IBBBCCI.DD.LI.AA.LEEE..L..JKFFHHJK.. A73 B98 C98 D84 E75 H93 I88 J93 K98 L96 
5 0 5 IBBBCCI.DD.LI.AA.LEEEK.L..JKFFHHJ... A73 B98 C98 D84 E75 H93 I88 J93 K97 L96 
5 0 5 .BBBCC.DD..LI.AA.LI.EEELI.JKFFHHJK.. A73 B98 C98 D85 E77 H93 I86 J93 K98 L96 
5 0 5 .BBBCCIDD..LI.AA.LI.EEEL..JKFFHHJK.. A73 B98 C98 D85 E77 H93 I87 J93 K98 L96 
5 0 5 .BBBCCI..DDLI.AA.LI.EEEL..JKFFHHJK.. A73 B98 C98 D83 E77 H93 I87 J93 K98 L96 
5 0 5 IBBBCCI.DD.LI.AA.L..EEEL..JKFFHHJK.. A73 B98 C98 D84 E77 H93 I88 J93 K98 L96 
5 0 5 IBBBCCI.DD.LI..AAL..EEEL..JKFFHHJK.. A74 B98 C98 D84 E77 H93 I88 J93 K98 L96 
5 0 5 .BBBCCI.DD.LI..AALI.EEEL..JKFFHHJK.. A74 B98 C98 D84 E77 H93 I87 J93 K98 L96 
5 0 5 .BBBCCI.DD.LIAA..LI.EEEL..JKFFHHJK.. A72 B98 C98 D84 E77 H93 I87 J93 K98 L96 
5 0 5 IBBBCCIDD..LI..AAL.EEE.L..JKFFHHJK.. A74 B98 C98 D85 E78 H93 I88 J93 K98 L96 
5 0 5 IBBBCCIDD..LI.AA.LEEE..L..JKFFHHJK.. A73 B98 C98 D85 E79 H93 I88 J93 K98 L96 
5 0 5 IBBBCCI.DD.LI..AALEEE..L..JKFFHHJK.. A74 B98 C98 D84 E79 H93 I88 J93 K98 L96 
5 0 5 IBBBCCIDD..LI.AA.LEEEK.L..JKFFHHJ... A73 B98 C98 D85 E79 H93 I88 J93 K99 L96 
5 0 5 IBBBCCI.DD.LI..AALEEEK.L..JKFFHHJ... A74 B98 C98 D86 E79 H93 I88 J93 K99 L96 
5 0 5 IBBBCCI..DDLI.AA.LEEEK.L..JKFFHHJ... A75 B98 C98 D87 E79 H93 I88 J93 K99 L96 
5 0 5 IBBBCCIDD..LIAA..LEEEK.L..JKFFHHJ... A76 B98 C98 D85 E79 H93 I88 J93 K99 L96 
5 0 5 IBBBCCI.DD.LIAA..LEEEK.L..JKFFHHJ... A76 B98 C98 D86 E79 H93 I88 J93 K99 L96 
5 0 5 IBBBCCI..DDLI..AALEEE..L..JKFFHHJK.. A74 B98 C98 D87 E79 H93 I88 J93 L96 
5 0 5 IBBBCCI..DDLI.AA.LEEE..L..JKFFHHJK.. A75 B98 C98 D87 E79 H93 I88 J93 L96 
5 0 5 IBBBCCIDD..LIAA..LEEE..L..JKFFHHJK.. A76 B98 C98 D85 E79 H93 I88 J93 L96 
5 0 5 IBBBCCI.DD.LIAA..LEEE..L..JKFFHHJK.. A76 B98 C98 D86 E79 H93 I88 J93 L96 
5 0 5 IBBBCCI..DDLIAA..L.EEE.L..JKFFHHJK.. A76 B98 C98 D87 E80 H93 I88 J93 L96 
5 0 5 IBBBCCI..DDLI.AA.L..EEEL..JKFFHHJK.. A75 B98 C98 D87 E81 H93 I88 J93 L96 
5 0 5 IBBBCCIDD..LIAA..L..EEEL..JKFFHHJK.. A76 B98 C98 D85 E81 H93 I88 J93 L96 
5 0 5 IBBBCCI.DD.LIAA..L..EEEL..JKFFHHJK.. A76 B98 C98 D86 E81 H93 I88 J93 L96 
5 0 5 .BBBCCI..DDLIAA..LI.EEEL..JKFFHHJK.. A76 B98 C98 D87 E81 H93 I89 J93 L96 
5 0 5 .BBBCC.DD..LIAA..LI.EEELI.JKFFHHJK.. A76 B98 C98 D85 E81 H93 I90 J93 L96 
5 0 5 .BBBCC..DD.LIAA..LI.EEELI.JKFFHHJK.. A76 B98 C98 D86 E81 H93 I90 J93 L96 
5 0 5 .BBBCC...DDLI.AA.LI.EEELI.JKFFHHJK.. A77 B98 C98 D87 E81 H93 I90 J93 L96 
5 0 5 IBBBCCI..DDLI..AAL..EEEL..JKFFHHJK.. A78 B98 C98 D87 E81 H93 I88 J93 L96 
5 0 5 .BBBCCDD...LI..AALI.EEELI.JKFFHHJK.. A78 B98 C98 D84 E81 H93 I90 J93 L96 
5 0 5 .BBBCC.DD..LI..AALI.EEELI.JKFFHHJK.. A78 B98 C98 D85 E81 H93 I90 J93 L96 
5 0 5 .BBBCC...DDLIAA..LIEEE.LI.JKFFHHJK.. A76 B98 C98 D87 E82 H93 I90 J93 L96 
5 0 5 .BBBCC...DDLI.AA.LIEEE.LI.JKFFHHJK.. A77 B98 C98 D87 E82 H93 I90 J93 L96 
5 0 5 .BBBCC.DD..LI..AALIEEE.LI.JKFFHHJK.. A78 B98 C98 D85 E82 H93 I90 J93 L96 
