3 0 3 ...ICC..HI..AAHJ.KDDDJ.KFGEE.KFG.... 
2 0 2 ...ICC..HI..AAHJ..DDDJ.KFGEE.KFG...K K99 
1 0 1 ..HICC..HI..AA.J..DDDJ.KFGEE.KFG...K H99 K99 
1 0 1 ..HICC..HI..AA.J..DDDJ.KFG.EEKFG...K E99 H99 K99 
1 0 1 ..HICC..HI...AAJ..DDDJ.KFG.EEKFG...K A99 E99 H99 K99 
1 0 1 ..HICC..HI...AAJ..DDDJ.KFGEE.KFG...K A99 H99 K99 
2 0 2 ..HICC..HI.K.AAJ.KDDDJ.KFGEE..FG.... A99 H99 K97 
2 0 2 ..HICC..HI.K.AAJ.KDDDJ.KFG..EEFG.... A99 E98 H99 K97 
1 0 1 ..HICC..HI.K.AA..KDDD..KFG.JEEFG.J.. A99 E98 H99 J98 K97 
1 0 1 ..HICC..HI.K.AA..K..DDDKFG.JEEFG.J.. A99 D98 E98 H99 J98 K97 
1 0 1 ..HICC..HI.K.AA..K.GDDDKFG.JEEF..J.. A99 D98 E98 G99 H99 J98 K97 
2 0 2 CC.........KAA.I.KDDDI.KFGHJEEFGHJ.. A40 C92 D2 E98 F20 G28 H71 I94 J64 K75 
2 0 2 CC.......I.KAA.I.KDDD..KFGHJEEFGHJ.. A40 C92 D2 E98 F20 G28 H71 I95 J64 K75 
2 0 2 CC.I.....I.K.AAJ.KDDDJ.KFGH.EEFGH... A43 C92 D2 E98 F20 G28 H71 I96 J64 K75 
2 0 2 CC.......I.K.AAI.KDDDJ.KFGHJEEFGH... A43 C92 D2 E98 F20 G28 H71 I95 J65 K75 
2 0 2 CC...K...I.K.AAI.KDDDJ..FGHJEEFGH... A43 C92 D2 E98 F20 G28 H71 I95 J65 K76 
2 0 2 CC.I.K...I.K.AAJ.KDDDJ..FGH.EEFGH... A43 C92 D2 E98 F20 G28 H71 I96 J64 K76 
2 0 2 CC...K.....K.AAI.KDDDI..FGHJEEFGHJ.. A43 C92 D2 E98 F20 G28 H71 I94 J66 K76 
2 0 2 CC...K...I.K.AAI.KDDD...FGHJEEFGHJ.. A43 C92 D2 E98 F20 G28 H71 I95 J66 K76 
2 0 2 CC...K...I.K.AAI.K..DDD.FGHJEEFGHJ.. A43 C92 D2 E98 F20 G28 H71 I95 J66 K76 
2 0 2 CC.I.K..HI.KAAH..K...DDDFG.JEEFG.J.. A42 C92 D1 E98 F20 G28 H68 I96 J66 K76 
2 0 2 CC.I.K...I.KAAH..K..HDDDFG.JEEFG.J.. A42 C92 D1 E98 F20 G28 H69 I96 J66 K76 
2 0 2 CC...K...I.KAA.I.K...DDDFGHJEEFGHJ.. A42 C92 D1 E98 F20 G28 H71 I95 J66 K76 
2 0 2 CC.......I.KFAAI.KFDDD.K.GHJEE.GHJ.. A43 C92 D3 E98 F18 G28 H71 I95 J66 K75 
2 0 2 .CC..K...I.KFAAI.KF.DDD..GHJEE.GHJ.. A43 C91 D2 E98 F18 G28 H71 I95 J66 K76 
2 0 2 CC...K...I.K.AAI.KF.DDD.FGHJEE.GHJ.. A43 C92 D2 E98 F17 G28 H71 I95 J66 K76 
2 0 2 CC...K...I.K.AAI.KFGDDD.FGHJEE..HJ.. A43 C92 D2 E98 F17 G27 H71 I95 J66 K76 
2 0 2 CC...K...I.KAA.I.K.GDDD.FGHJEEF.HJ.. A42 C92 D2 E98 F16 G27 H71 I95 J66 K76 
2 0 2 CC...K...I.K.AAI.KFG.DDDFGHJEE..HJ.. A43 C92 D1 E98 F15 G27 H71 I95 J66 K76 
2 0 2 CC...KF..I.KFAAI.K.G.DDD.GHJEE..HJ.. A43 C92 D1 E98 F13 G27 H71 I95 J66 K76 
2 0 2 CC...K...I.K.AAI.KFGHDDDFGHJEE...J.. A43 C92 D1 E98 F15 G27 H70 I95 J66 K76 
2 0 2 CC...K...I.KFAAI.KFGHDDD.GHJEE...J.. A43 C92 D1 E98 F14 G27 H70 I95 J66 K76 
2 0 2 CC...K...I.KAA.I.KFDDD..FGHJEE.GHJ.. A40 C92 D-1 E98 F15 G26 H69 I95 J66 K76 
2 0 2 CC.......I.KAA.I.K..DDDKFGHJEEFGHJ.. A40 C92 D0 E98 F14 G20 H69 I95 J66 K75 
2 0 2 CC.......I.KAA.I.K.GDDDKFGHJEEF.HJ.. A38 C92 D0 E98 F12 G19 H69 I95 J66 K75 
2 0 2 CC.......I.KAA.I.KFGDDDKFGHJEE..HJ.. A38 C92 D0 E98 F13 G19 H69 I95 J66 K75 
2 0 2 CC.......I.KAA.I.KF.DDDKFGHJEE.GHJ.. A38 C92 D0 E98 F13 G20 H69 I95 J66 K75 
2 0 2 CC...K...I.K.AAI.KF..DDDFGHJEE.GHJ.. A43 C92 D1 E98 F15 G26 H69 I95 J66 K76 
2 0 2 CC...K...I.K.AAI.KF.HDDDFGHJEE.G.J.. A43 C92 D1 E98 F15 G26 H70 I95 J66 K76 
2 0 2 CC...K...I.KFAAI.KF.HDDD.GHJEE.G.J.. A43 C92 D1 E98 F14 G26 H70 I95 J66 K76 
2 0 2 CC...K...I.K.AAI.K..HDDDFGHJEEFG.J.. A43 C92 D1 E98 F16 G26 H70 I95 J66 K76 
2 0 2 CC...K...I.K.AAI.K.GDDD.FGHJEEF.HJ.. A43 C92 D2 E98 F16 G27 H71 I95 J66 K76 
2 0 2 CC...K...I.KFAAI.KFGDDD..GHJEE..HJ.. A43 C92 D2 E98 F18 G27 H71 I95 J66 K76 
2 0 2 CC...K...I.KFAAI.KF.DDD..GHJEE.GHJ.. A43 C92 D2 E98 F18 G28 H71 I95 J66 K76 
2 0 2 CC...K...I.KFAAI.KFDDD...GHJEE.GHJ.. A43 C92 D3 E98 F18 G28 H71 I95 J66 K76 
2 0 2 CC...KF..I.KFAAI.K.DDD...GHJEE.GHJ.. A43 C92 D3 E98 F17 G28 H71 I95 J66 K76 
2 0 2 CC...K...I.K.AAI.K.DDD..FGHJEEFGHJ.. A43 C92 D3 E98 F20 G28 H71 I95 J66 K76 
2 0 2 .CC..K...I.K.AAI.K.DDD..FGHJEEFGHJ.. A43 C93 D3 E98 F20 G28 H71 I95 J66 K76 
2 0 2 .CC..K...I.K.AAI.KFDDD..FGHJEE.GHJ.. A43 C93 D3 E98 F21 G28 H71 I95 J66 K76 
2 0 2 .CC......I.K.AAI.KFDDD.KFGHJEE.GHJ.. A43 C93 D3 E98 F21 G28 H71 I95 J66 K77 
2 0 2 .CC......I.KAA.I.KFDDD.KFGHJEE.GHJ.. A44 C93 D3 E98 F21 G28 H71 I95 J66 K77 
2 0 2 .CC......I.KAA.I.K.DDD.KFGHJEEFGHJ.. A44 C93 D3 E98 F22 G28 H71 I95 J66 K77 
2 0 2 .CC......I.KFAAI.KFGDDDK.GHJEE..HJ.. A47 C93 D4 E98 F24 G29 H71 I95 J66 K77 
2 0 2 .CC......I.K.AAI.K.GDDDKFGHJEEF.HJ.. A47 C93 D4 E98 F26 G29 H71 I95 J66 K77 
2 0 2 .CC......I.K.AAI.K..DDDKFGHJEEFGHJ.. A47 C93 D4 E98 F26 G30 H71 I95 J66 K77 
2 0 2 .CCI.....I.K.AAJ.KDDDJ.KFGH.EEFGH... A47 C93 D6 E98 F26 G30 H71 I96 J64 K77 
2 0 2 .CC........K.AAI.KDDDI.KFGHJEEFGHJ.. A47 C93 D6 E98 F26 G30 H71 I94 J66 K77 
2 0 2 .CC......I.K.AAI.KDDD..KFGHJEEFGHJ.. A47 C93 D6 E98 F26 G30 H71 I95 J66 K77 
2 0 2 .CCI.....I.KAA.J.KDDDJ.KFGH.EEFGH... A52 C93 D6 E98 F26 G30 H71 I96 J66 K77 
2 0 2 .CC......I.KAA.I.KDDDJ.KFGHJEEFGH... A52 C93 D6 E98 F26 G30 H71 I95 J67 K77 
2 0 2 .CC..K...I.KAA.I.KDDDJ..FGHJEEFGH... A52 C93 D6 E98 F26 G30 H71 I95 J67 K78 
2 0 2 .CCI.K...I.KAA.J.KDDDJ..FGH.EEFGH... A52 C93 D6 E98 F26 G30 H71 I96 J66 K78 
2 0 2 .CC..K.....KAA.I.KDDDI..FGHJEEFGHJ.. A52 C93 D6 E98 F26 G30 H71 I94 J68 K78 
2 0 2 .CC..K...I.KAA.I.KDDD...FGHJEEFGHJ.. A52 C93 D6 E98 F26 G30 H71 I95 J68 K78 
2 0 2 .CC..K...I.KAA.I.K..DDD.FGHJEEFGHJ.. A52 C93 D8 E98 F26 G30 H71 I95 J68 K78 
2 0 2 .CC..K...I.KAA.I.KF.DDD.FGHJEE.GHJ.. A52 C93 D8 E98 F27 G30 H71 I95 J68 K78 
2 0 2 .CC..K...I.KAA.I.KFGDDD.FGHJEE..HJ.. A52 C93 D8 E98 F27 G31 H71 I95 J68 K78 
2 0 2 .CCI.K..HI.KAAH..KFG.DDDFG.JEE...J.. A52 C93 D9 E98 F27 G31 H68 I96 J68 K78 
2 0 2 .CCI.K...I.KAAH..KFGHDDDFG.JEE...J.. A52 C93 D9 E98 F27 G31 H69 I96 J68 K78 
2 0 2 .CC..K...I.KAA.I.KFG.DDDFGHJEE..HJ.. A52 C93 D9 E98 F27 G31 H71 I95 J68 K78 
2 0 2 .CC..K...I.KAA.I.K.G.DDDFGHJEEF.HJ.. A52 C93 D9 E98 F28 G31 H71 I95 J68 K78 
2 0 2 .CCI.K..HI.KAAH..K.G.DDDFG.JEEF..J.. A52 C93 D9 E98 F28 G31 H70 I96 J68 K78 
2 0 2 .CCI.K...I.KAAH..K.GHDDDFG.JEEF..J.. A52 C93 D9 E98 F28 G31 H71 I96 J68 K78 
2 0 2 .CC..K...I.KAA.I.K.GHDDDFGHJEEF..J.. A52 C93 D9 E98 F28 G31 H72 I95 J68 K78 
2 0 2 .CCI.K..HI.KAAH..K...DDDFG.JEEFG.J.. A52 C93 D9 E98 F28 G32 H70 I96 J68 K78 
2 0 2 .CCI.K...I.KAAH..K..HDDDFG.JEEFG.J.. A52 C93 D9 E98 F28 G32 H71 I96 J68 K78 
2 0 2 .CC..K...I.KAA.I.K..HDDDFGHJEEFG.J.. A52 C93 D9 E98 F28 G32 H72 I95 J68 K78 
2 0 2 .CC..KF..I.KFAAI.K.GHDDD.GHJEE...J.. A61 C93 D19 E98 F35 G43 H76 I95 J70 K80 
2 0 2 .CC..KF..I.KFAAI.K..HDDD.GHJEE.G.J.. A61 C93 D19 E98 F35 G44 H76 I95 J70 K80 
2 0 2 .CC..KF....KFAAI.KDDDI...GHJEE.GHJ.. A61 C93 D22 E98 F35 G44 H77 I94 J70 K80 
2 0 2 .CCI.KF..I.KFAAJ.KDDDJ...GH.EE.GH... A61 C93 D22 E98 F35 G44 H77 I96 J70 K80 
2 0 2 FCC...F....K.AAI.KDDDI.K.GHJEE.GHJ.. A63 C93 D22 E98 F36 G44 H77 I94 J72 K81 
2 0 2 FCCI..F..I.K.AAJ.KDDDJ.K.GH.EE.GH... A63 C93 D22 E98 F36 G44 H77 I96 J72 K81 
2 0 2 FCCI..F..I.KAA.J.KDDDJ.K.GH.EE.GH... A62 C93 D22 E98 F36 G44 H77 I96 J72 K81 
2 0 2 FCC...F..I.KAA.I.KDDDJ.K.GHJEE.GH... A62 C93 D22 E98 F36 G44 H77 I95 J73 K81 
2 0 2 CC....F..I.KFAAI.K.GDDDK.GHJEE..HJ.. A69 C94 D30 E98 F43 G55 H81 I95 J76 K83 
2 0 2 CC....F..I.KFAAI.K..DDDK.GHJEE.GHJ.. A69 C94 D30 E98 F43 G56 H81 I95 J76 K83 
2 0 2 CC....F....KFAAI.KDDDI.K.GHJEE.GHJ.. A69 C94 D32 E98 F43 G56 H81 I94 J76 K83 
2 0 2 CC....F..I.KFAAI.KDDD..K.GHJEE.GHJ.. A69 C94 D32 E98 F43 G56 H81 I95 J76 K83 
2 0 2 CC.I..F..I.KFAAJ.KDDDJ.K.GH.EE.GH... A69 C94 D32 E98 F43 G56 H81 I96 J76 K83 
2 0 2 CCH..K..HI.K.AAI.KFGDDD.FG.JEE...J.. A73 C94 D38 E98 F47 G63 H89 I95 J78 K84 
2 0 2 CCH..KF.HI.KFAAI.K.G.DDD.G.JEE...J.. A73 C94 D37 E98 F47 G63 H89 I95 J78 K84 
2 0 2 CCH..K..HI.KFAAI.KFG.DDD.G.JEE...J.. A73 C94 D37 E98 F48 G63 H89 I95 J78 K84 
2 0 2 CCH..K..HI.KFAAI.KFGDDD..G.JEE...J.. A73 C94 D38 E98 F48 G63 H89 I95 J78 K84 
2 0 2 CCH..K..HI.KFAAI.KF.DDD..G.JEE.G.J.. A73 C94 D38 E98 F48 G64 H89 I95 J78 K84 
2 0 2 CCH..K..HI.KFAAI.KFDDD...G.JEE.G.J.. A73 C94 D39 E98 F48 G64 H89 I95 J78 K84 
2 0 2 CCH..KF.HI.KFAAI.K.DDD...G.JEE.G.J.. A73 C94 D39 E98 F47 G64 H89 I95 J78 K84 
2 0 2 CCH..K..HI.K.AAI.K.DDD..FG.JEEFG.J.. A73 C94 D39 E98 F48 G64 H89 I95 J78 K84 
2 0 2 CCH..K..HI.K.AAI.KFDDD..FG.JEE.G.J.. A73 C94 D39 E98 F49 G64 H89 I95 J78 K84 
2 0 2 CCH..K..HI.K.AAI.KF..DDDFG.JEE.G.J.. A73 C94 D41 E98 F49 G64 H89 I95 J78 K84 
2 0 2 CCH..K..HI.KAA.I.KF..DDDFG.JEE.G.J.. A74 C94 D41 E98 F49 G64 H89 I95 J78 K84 
2 0 2 CC.I.K...I.KAAH..KF.HDDDFG.JEE.G.J.. A74 C94 D41 E98 F49 G64 H87 I96 J78 K84 
2 0 2 CC.I.K..HI.KAAH..KF..DDDFG.JEE.G.J.. A74 C94 D41 E98 F49 G64 H88 I96 J78 K84 
2 0 2 CCH..K..HI.KAA.I.KFG.DDDFG.JEE...J.. A74 C94 D41 E98 F49 G65 H89 I95 J78 K84 
2 0 2 CC.I.K...I.KAAH..KFGHDDDFG.JEE...J.. A74 C94 D41 E98 F49 G65 H87 I96 J78 K84 
2 0 2 CC.I.K..HI.KAAH..KFG.DDDFG.JEE...J.. A74 C94 D41 E98 F49 G65 H88 I96 J78 K84 
2 0 2 CCH..K..HI.KAA.I.K.G.DDDFG.JEEF..J.. A74 C94 D41 E98 F50 G65 H89 I95 J78 K84 
2 0 2 CC.I.K...I.KAAH..K.GHDDDFG.JEEF..J.. A74 C94 D41 E98 F50 G65 H87 I96 J78 K84 
2 0 2 CC.I.K..HI.KAAH..K.G.DDDFG.JEEF..J.. A74 C94 D41 E98 F50 G65 H88 I96 J78 K84 
2 0 2 CCH..K..HI.KAA.I.K.GDDD.FG.JEEF..J.. A74 C94 D42 E98 F50 G65 H89 I95 J78 K84 
2 0 2 CC.I.K..HI.KAAH..K.GDDD.FG.JEEF..J.. A74 C94 D42 E98 F50 G65 H88 I96 J78 K84 
2 0 2 CCH..K..HI.KAA.I.K..DDD.FG.JEEFG.J.. A74 C94 D42 E98 F50 G66 H89 I95 J78 K84 
2 0 2 CC.I.K..HI.KAAH..K..DDD.FG.JEEFG.J.. A74 C94 D42 E98 F50 G66 H88 I96 J78 K84 
2 0 2 CCH..K..H..KAA.I.KDDDI..FG.JEEFG.J.. A74 C94 D44 E98 F50 G66 H89 I94 J78 K84 
2 0 2 CCH..K..HI.KAA.I.KDDD...FG.JEEFG.J.. A74 C94 D44 E98 F50 G66 H89 I95 J78 K84 
2 0 2 CC.I.K..HI.KAAH..KDDD...FG.JEEFG.J.. A74 C94 D44 E98 F50 G66 H88 I96 J78 K84 
2 0 2 CCHI.K..HI.KAA.J.KDDDJ..FG..EEFG.... A74 C94 D44 E98 F50 G66 H89 I96 J78 K84 
2 0 2 CCH..K..HI.KAA.I.KDDDJ..FG.JEEFG.... A74 C94 D44 E98 F50 G66 H89 I95 J79 K84 
2 0 2 CC.I.K..HI.KAAH..KDDDJ..FG.JEEFG.... A74 C94 D44 E98 F50 G66 H88 I96 J79 K84 
2 0 2 CCHI....HI.KAA.J.KDDDJ.KFG..EEFG.... A74 C94 D44 E98 F50 G66 H89 I96 J78 K85 
2 0 2 CCH.....HI.KAA.I.KDDDJ.KFG.JEEFG.... A74 C94 D44 E98 F50 G66 H89 I95 J79 K85 
2 0 2 CC.I....HI.KAAH..KDDDJ.KFG.JEEFG.... A74 C94 D44 E98 F50 G66 H88 I96 J79 K85 
2 0 2 CCH.....HI.KAA.I.KFGDDDKFG.JEE...J.. A78 C94 D46 E98 F51 G69 H89 I95 J80 K85 
2 0 2 CC.I....HI.KAAH..KFGDDDKFG.JEE...J.. A78 C94 D46 E98 F51 G69 H88 I96 J80 K85 
2 0 2 CCH.....HI.KAA.I.KF.DDDKFG.JEE.G.J.. A78 C94 D46 E98 F51 G70 H89 I95 J80 K85 
2 0 2 CC.I....HI.KAAH..KF.DDDKFG.JEE.G.J.. A78 C94 D46 E98 F51 G70 H88 I96 J80 K85 
2 0 2 CCH.....HI.KAA.I.KFDDD.KFG.JEE.G.J.. A78 C94 D47 E98 F51 G70 H89 I95 J80 K85 
2 0 2 CC.I....HI.KAAH..KFDDD.KFG.JEE.G.J.. A78 C94 D47 E98 F51 G70 H88 I96 J80 K85 
2 0 2 CCH.....HI.KAA.I.K.DDD.KFG.JEEFG.J.. A78 C94 D47 E98 F52 G70 H89 I95 J80 K85 
2 0 2 CC.I....HI.KAAH..K.DDD.KFG.JEEFG.J.. A78 C94 D47 E98 F52 G70 H88 I96 J80 K85 
2 0 2 CCH.....HI.K.AAI.K.GDDDKFG.JEEF..J.. A83 C94 D48 E98 F56 G71 H89 I95 J80 K85 
2 0 2 CCH...F.HI.KFAAI.K.GDDDK.G.JEE...J.. A83 C94 D48 E98 F59 G71 H89 I95 J80 K85 
2 0 2 CCH...F.HI.KFAAI.K..DDDK.G.JEE.G.J.. A83 C94 D48 E98 F59 G72 H89 I95 J80 K85 
2 0 2 CCH...F.H..KFAAI.KDDDI.K.G.JEE.G.J.. A83 C94 D50 E98 F59 G72 H89 I94 J80 K85 
2 0 2 CCH...F.HI.KFAAI.KDDD..K.G.JEE.G.J.. A83 C94 D50 E98 F59 G72 H89 I95 J80 K85 
2 0 2 CCHI..F.HI.KFAAJ.KDDDJ.K.G..EE.G.... A83 C94 D50 E98 F59 G72 H89 I96 J80 K85 
2 0 2 CCH...F.HI.KFAAI.KDDDJ.K.G.JEE.G.... A83 C94 D50 E98 F59 G72 H89 I95 J81 K85 
2 0 2 FCC...F..I.KAA.I.K..DDDK.GHJEE.GHJ.. A94 C95 D86 E98 F88 G92 H93 I97 J94 K95 
2 0 2 FCC...F..I.KAA.I.KDDD..K.GHJEE.GHJ.. A94 C95 D86 E98 F88 G92 H93 I97 J94 K95 
2 0 2 FCC...F..I.K.AAI.K.DDD.K.GHJEE.GHJ.. A93 C95 D87 E98 F88 G92 H93 I97 J94 K95 
2 0 2 FCC..KF..I.KAA.I.K.DDD...GHJEE.GHJ.. A94 C95 D87 E98 F88 G92 H93 I97 J94 K94 
2 0 2 F.CC..F..I.KAA.I.K.DDD.K.GHJEE.GHJ.. A94 C96 D87 E98 F88 G92 H93 I97 J94 K95 
2 0 2 F..CC.F..I.KAA.I.K.DDD.K.GHJEE.GHJ.. A94 C97 D87 E98 F88 G92 H93 I97 J94 K95 
2 0 2 F...CCF....K.AAI.KDDDI.K.GHJEE.GHJ.. A93 C98 D86 E98 F88 G92 H93 I96 J94 K95 
2 0 2 F..ICCF..I.K.AAJ.KDDDJ.K.GH.EE.GH... A93 C98 D86 E98 F88 G92 H93 I98 J92 K95 
2 0 2 F..ICCF..I.K.AAJ.KDDDJ.K.GHEE..GH... A93 C98 D86 E97 F88 G92 H93 I98 J92 K95 
1 0 1 F..ICCF..I...AAJ..DDDJ.K.GHEEK.GH..K A93 C98 D86 E97 F88 G92 H93 I98 J92 K93 
1 0 1 F..ICCF..I..AA.J..DDDJ.K.GHEEK.GH..K A92 C98 D86 E97 F88 G92 H93 I98 J92 K93 
1 0 1 ...ICCF..I..FAAJ..DDDJ.K.GHEEK.GH..K A93 C98 D86 E97 F87 G92 H93 I98 J92 K93 
2 0 2 ...ICCF..I..FAAJ.KDDDJ.K.GHEEK.GH... A93 C98 D86 E97 F87 G92 H93 I98 J92 K92 
2 0 2 F..ICCF..I..AA.J.KDDDJ.K.GHEEK.GH... A92 C98 D86 E97 F88 G92 H93 I98 J92 K92 
2 0 2 F..ICCF..I...AAJ.KDDDJ.K.GHEEK.GH... A93 C98 D86 E97 F88 G92 H93 I98 J92 K94 
2 0 2 F..ICCF..I.KAA.J.KDDDJ.K.GHEE..GH... A92 C98 D86 E97 F88 G92 H93 I98 J92 K95 
2 0 2 ...ICCF..I.KFAAJ.KDDDJ.K.GHEE..GH... A93 C98 D86 E97 F87 G92 H93 I98 J92 K95 
2 0 2 ...ICCF..I.KFAAJ.KDDDJ.K.GH.EE.GH... A89 C98 D86 E98 F87 G92 H93 I98 J90 K95 
2 0 2 ....CCF....KFAAI.KDDDI.K.GHJEE.GHJ.. A89 C98 D86 E98 F87 G92 H93 I96 J92 K95 
2 0 2 ....CCF..I.KFAAI.KDDD..K.GHJEE.GHJ.. A89 C98 D86 E98 F87 G92 H93 I97 J92 K95 
2 0 2 ....CCF..I.KFAAI.K..DDDK.GHJEE.GHJ.. A89 C98 D84 E98 F87 G92 H93 I97 J92 K95 
2 0 2 .G..CCFG.I.KFAAI.K..DDDK..HJEE..HJ.. A89 C98 D84 E98 F87 G88 H93 I97 J92 K95 
2 0 2 .GCC..FG.I.KFAAI.K..DDDK..HJEE..HJ.. A89 C96 D84 E98 F87 G88 H93 I97 J92 K95 
2 0 2 .GCC..FG.I.KFAAI.KDDD..K..HJEE..HJ.. A89 C96 D82 E98 F87 G88 H93 I97 J92 K95 
2 0 2 .GCC..FG.I.KFAAI.KDDDJ.K..HJEE..H... A89 C96 D82 E98 F87 G88 H93 I97 J91 K95 
2 0 2 .GCC.KFG.I.KFAAI.KDDDJ....HJEE..H... A89 C96 D82 E98 F87 G88 H93 I97 J91 K94 
2 0 2 FGCC.KFG.I.K.AAI.KDDDJ....HJEE..H... A89 C96 D82 E98 F86 G88 H93 I97 J91 K94 
2 0 2 FGCC.KFG.I.K.AAI.KDDD.....HJEE..HJ.. A89 C96 D82 E98 F86 G88 H93 I97 J90 K94 
2 0 2 FGCC.KFG.I.K.AAI.K...DDD..HJEE..HJ.. A89 C96 D79 E98 F86 G88 H93 I97 J90 K94 
2 0 2 FGCC.KFG.I.K.AAI.K..HDDD..HJEE...J.. A89 C96 D79 E98 F86 G88 H92 I97 J90 K94 
2 0 2 FGCC.KFG.I.KAA.I.K..HDDD..HJEE...J.. A88 C96 D79 E98 F86 G88 H92 I97 J90 K94 
2 0 2 FG.CCKFG.I.KAA.I.K..HDDD..HJEE...J.. A88 C95 D79 E98 F86 G88 H92 I97 J90 K94 
2 0 2 FG.CCKFG.I.KAA.I.K...DDD..HJEE..HJ.. A88 C95 D79 E98 F86 G88 H91 I97 J90 K94 
2 0 2 FG.CCKFG.I.KAA.I.KDDD.....HJEE..HJ.. A88 C95 D76 E98 F86 G88 H91 I97 J90 K94 
2 0 2 FG.CCKFG.I.KAA.I.KDDDJ....HJEE..H... A88 C95 D76 E98 F86 G88 H91 I97 J89 K94 
2 0 2 FG.CC.FG.I.KAA.I.KDDDJ.K..HJEE..H... A88 C95 D76 E98 F86 G88 H91 I97 J89 K93 
2 0 2 FG.CC.FG.I.K.AAI.KDDDJ.K..HJEE..H... A87 C95 D76 E98 F86 G88 H91 I97 J89 K93 
2 0 2 FG.CC.FG.I.K.AAI.KDDD..K..HJEE..HJ.. A87 C95 D76 E98 F86 G88 H91 I97 J88 K93 
2 0 2 FG.CC.FG.I.K.AAI.K..DDDK..HJEE..HJ.. A87 C95 D74 E98 F86 G88 H91 I97 J88 K93 
2 0 2 FG.CC.FG.I.KAA.I.K..DDDK..HJEE..HJ.. A86 C95 D74 E98 F86 G88 H91 I97 J88 K93 
2 0 2 FG.CC.FG.I.KAA.I.K.DDD.K..HJEE..HJ.. A86 C95 D73 E98 F86 G88 H91 I97 J88 K93 
2 0 2 FGCC..FG.I.KAA.I.K.DDD.K..HJEE..HJ.. A86 C94 D73 E98 F86 G88 H91 I97 J88 K93 
2 0 2 FGCC..FG.I.KAA.I.KDDD..K..HJEE..HJ.. A86 C94 D72 E98 F86 G88 H91 I97 J88 K93 
2 0 2 FGCC..FG...KAA.I.KDDDI.K..HJEE..HJ.. A86 C94 D72 E98 F86 G88 H91 I96 J88 K93 
2 0 2 FGCC..FG...K.AAI.KDDDI.K..HJEE..HJ.. A85 C94 D72 E98 F86 G88 H91 I96 J88 K93 
2 0 2 FGCC.KFG...KAA.I.KDDDI....HJEE..HJ.. A86 C94 D72 E98 F86 G88 H91 I96 J88 K92 
2 0 2 FG.CC.FG...KAA.I.KDDDI.K..HJEE..HJ.. A86 C93 D72 E98 F86 G88 H91 I96 J88 K93 
2 0 2 FGCC..FG.I.K.AAI.K.DDD.K..HJEE..HJ.. A85 C94 D73 E98 F86 G88 H91 I97 J88 K93 
2 0 2 .GCC...G.I.K.AAI.K.DDD.KF.HJEEF.HJ.. A85 C94 D73 E98 F82 G88 H91 I97 J88 K93 
2 0 2 .GCC...G.I.K.AAI.KDDD..KF.HJEEF.HJ.. A85 C94 D72 E98 F82 G88 H91 I97 J88 K93 
2 0 2 .GCC...G.I.K.AAI.KDDDJ.KF.HJEEF.H... A85 C94 D72 E98 F82 G88 H91 I97 J87 K93 
2 0 2 .GCC...G.I.KAA.I.KDDDJ.KF.HJEEF.H... A84 C94 D72 E98 F82 G88 H91 I97 J87 K93 
2 0 2 .GCC.K.G.I.KAA.I.KDDDJ..F.HJEEF.H... A84 C94 D72 E98 F82 G88 H91 I97 J87 K92 
2 0 2 .GCC.K.G.I.KAA.I.KDDD...F.HJEEF.HJ.. A84 C94 D72 E98 F82 G88 H91 I97 J86 K92 
2 0 2 .GCC.K.G.I.KAA.I.K...DDDF.HJEEF.HJ.. A84 C94 D69 E98 F82 G88 H91 I97 J86 K92 
2 0 2 .GCC.K.G.I.KAA.I.K..HDDDF.HJEEF..J.. A84 C94 D69 E98 F82 G88 H90 I97 J86 K92 
2 0 2 .GCC.K.G.I.KAA.I.KF.HDDDF.HJEE...J.. A84 C94 D69 E98 F81 G88 H90 I97 J86 K92 
2 0 2 .G.CCK.G.I.KAA.I.KF.HDDDF.HJEE...J.. A84 C93 D69 E98 F81 G88 H90 I97 J86 K92 
2 0 2 .G.CCK.G.I.KAA.I.KF..DDDF.HJEE..HJ.. A84 C93 D69 E98 F81 G88 H89 I97 J86 K92 
2 0 2 .G.CCK.G.I.KAA.I.KFDDD..F.HJEE..HJ.. A84 C93 D67 E98 F81 G88 H89 I97 J86 K92 
2 0 2 .G.CCK.G.I.KAA.I.K.DDD..F.HJEEF.HJ.. A84 C93 D67 E98 F80 G88 H89 I97 J86 K92 
2 0 2 .G.CCK.G.I.KAA.I.K..DDD.F.HJEEF.HJ.. A84 C93 D66 E98 F80 G88 H89 I97 J86 K92 
2 0 2 .G.CC..G.I.KAA.I.K..DDDKF.HJEEF.HJ.. A84 C93 D66 E98 F80 G88 H89 I97 J86 K91 
2 0 2 .G.CC..G.I.KAA.I.KF.DDDKF.HJEE..HJ.. A84 C93 D66 E98 F79 G88 H89 I97 J86 K91 
2 0 2 .GCC...G.I.KAA.I.KF.DDDKF.HJEE..HJ.. A84 C92 D66 E98 F79 G88 H89 I97 J86 K91 
2 0 2 .GCC...G.I.KAA.I.KFDDD.KF.HJEE..HJ.. A84 C92 D65 E98 F79 G88 H89 I97 J86 K91 
2 0 2 .GCC.K.G.I.KAA.I.KF.DDD.F.HJEE..HJ.. A84 C92 D66 E98 F79 G88 H89 I97 J86 K90 
