15 0 15 F..BBBF..H.KAA.HJKCCCIJK..GIDDEEG... 
15 0 15 F..BBBF..H.KAA.HJKCCC.JK..GIDDEEGI.. I99 
15 0 15 F..BBBF..H.KAA.HJK.CCCJK..GIDDEEGI.. C99 I99 
15 0 15 F..BBBF..HJKAA.HJK.CCC.K..GIDDEEGI.. C99 I99 J99 
15 0 15 F..BBBF..HJKAA.HJK..CCCK..GIDDEEGI.. C98 I99 J99 
15 0 15 F..BBBF..HJK.AAHJK..CCCK..GIDDEEGI.. A99 C98 I99 J99 
15 0 15 F..BBBF..HJK.AAHJKCCC..K..GIDDEEGI.. A99 C96 I99 J99 
15 0 15 F..BBBF..HJK.AAHJKCCCI.K..GIDDEEG... A99 C96 I98 J99 
15 0 15 ...BBBF..HJKFAAHJKCCCI.K..GIDDEEG... A99 C96 F99 I98 J99 
15 0 15 ...BBBF..H.KFAAHJKCCCIJK..GIDDEEG... A99 C96 F99 I98 J98 
15 0 15 ...BBBF..H.KFAAHJKCCC.JK..GIDDEEGI.. A99 C96 F99 I97 J98 
15 0 15 ...BBBF..H.KFAAHJK.CCCJK..GIDDEEGI.. A99 C95 F99 I97 J98 
15 0 15 ...BBBF..HJKFAAHJK.CCC.K..GIDDEEGI.. A99 C95 F99 I97 J97 
15 0 15 ...BBB...HJK.AAHJKFCCC.KF.GIDDEEGI.. A99 C95 F97 I97 J97 
15 0 15 ...BBB...HJKAA.HJKFCCC.KF.GIDDEEGI.. A98 C95 F97 I97 J97 
15 0 15 ...BBB...HJKAA.HJKF.CCCKF.GIDDEEGI.. A98 C94 F97 I97 J97 
15 0 15 BBB......HJKAA.HJKF.CCCKF.GIDDEEGI.. A98 B97 C94 F97 I97 J97 
10 0 10 BBB.J....HJKAA.H.KF.CCCKF.GIDDEEGI.. A98 B97 C94 F97 I97 J96 
5 0 5 BBBHJ....HJKAA...KF.CCCKF.GIDDEEGI.. A98 B97 C94 F97 H99 I97 J96 
5 0 5 BBBHJ....HJKAA...KFCCC.KF.GIDDEEGI.. A98 B97 C93 F97 H99 I97 J96 
5 0 5 BBBHJ....HJK...AAKFCCC.KF.GIDDEEGI.. A95 B97 C93 F97 H99 I97 J96 
5 0 5 BBBHJ.F..HJKF..AAK.CCC.K..GIDDEEGI.. A95 B97 C93 F95 H99 I97 J96 
5 0 5 BBBHJ.F..HJKF..AAK..CCCK..GIDDEEGI.. A95 B97 C92 F95 H99 I97 J96 
5 0 5 BBBHJ.F..HJKFAA..K..CCCK..GIDDEEGI.. A93 B97 C92 F95 H99 I97 J96 
5 0 5 BBBHJ.F..HJKFAA..KCCC..K..GIDDEEGI.. A93 B97 C90 F95 H99 I97 J96 
5 0 5 BBBHJ.F..HJKFAA..KCCCI.K..GIDDEEG... A93 B97 C90 F95 H99 I96 J96 
5 0 5 BBBHJ.F..HJKF..AAKCCCI.K..GIDDEEG... A91 B97 C90 F95 H99 I96 J96 
5 0 5 BBBHJKF..HJKF..AAKCCCI....GIDDEEG... A91 B97 C90 F95 H99 I96 J96 K99 
5 0 5 BBBHJKF..HJKF..AAKCCC.....GIDDEEGI.. A91 B97 C90 F95 H99 I95 J96 K99 
5 0 5 BBBHJKF..HJKF..AAK...CCC..GIDDEEGI.. A91 B97 C87 F95 H99 I95 J96 K99 
5 0 5 BBBHJKF.GHJKF.GAAK...CCC...IDDEE.I.. A91 B97 C87 F95 G97 H99 I95 J96 K99 
10 0 10 BBBHJ...GHJKAAG..KFCCC.KFDDI..EE.I.. A86 B97 C79 D97 E96 F91 G91 H99 I91 J96 K94 
10 0 10 BBBHJ...GHJ.AAG..KFCCC.KFDDI.KEE.I.. A86 B97 C79 D97 E96 F91 G91 H99 I91 J96 K95 
10 0 10 BBBH....GH..AAG.J.FCCCJKFDDI.KEE.I.K A86 B97 C79 D97 E96 F91 G91 H99 I91 J94 K96 
10 0 10 BBBH....GHJ.AAG.J.FCCC.KFDDI.KEE.I.K A86 B97 C79 D97 E96 F91 G91 H99 I91 J95 K96 
10 0 10 BBB.J...GHJ.AAGH..FCCC.KFDDI.KEE.I.K A86 B97 C79 D97 E96 F91 G91 H98 I91 J96 K96 
10 0 10 BBBHJK..GHJKAAG..KF.CCC.FDDI..EE.I.. A86 B97 C80 D97 E96 F91 G91 H99 I91 J96 K93 
10 0 10 BBBHJ...GHJKAAG..KF.CCCKFDDI..EE.I.. A86 B97 C80 D97 E96 F91 G91 H99 I91 J96 K94 
10 0 10 BBBHJ...GHJ.AAG..KF.CCCKFDDI.KEE.I.. A86 B97 C80 D97 E96 F91 G91 H99 I91 J96 K95 
10 0 10 BBBH....GHJ.AAG.J.F.CCCKFDDI.KEE.I.K A86 B97 C80 D97 E96 F91 G91 H99 I91 J95 K96 
10 0 10 BBB.J...GHJ.AAGH..F.CCCKFDDI.KEE.I.K A86 B97 C80 D97 E96 F91 G91 H98 I91 J96 K96 
10 0 10 BBBHJK..GHJKAAG..KF.CCC.FDDI...EEI.. A86 B97 C80 D97 E97 F91 G91 H99 I91 J96 K93 
10 0 10 BBBHJ...GHJKAAG..KF.CCCKFDDI...EEI.. A86 B97 C80 D97 E97 F91 G91 H99 I91 J96 K94 
10 0 10 BBBHJ...GHJ.AAG..KF.CCCKFDDI.K.EEI.. A86 B97 C80 D97 E97 F91 G91 H99 I91 J96 K95 
10 0 10 BBBH....GHJ.AAG.J.F.CCCKFDDI.K.EEI.K A86 B97 C80 D97 E97 F91 G91 H99 I91 J95 K96 
10 0 10 BBB.J...GHJ.AAGH..F.CCCKFDDI.K.EEI.K A86 B97 C80 D97 E97 F91 G91 H98 I91 J96 K96 
10 0 10 BBBHJK..GHJKAAG..K..CCC.FDDI..FEEI.. A86 B97 C80 D97 E97 F92 G91 H99 I91 J96 K93 
10 0 10 BBBHJ...GHJKAAG..K..CCCKFDDI..FEEI.. A86 B97 C80 D97 E97 F92 G91 H99 I91 J96 K94 
10 0 10 BBBHJ...GHJ.AAG..K..CCCKFDDI.KFEEI.. A86 B97 C80 D97 E97 F92 G91 H99 I91 J96 K95 
10 0 10 BBBH....GHJ.AAG.J...CCCKFDDI.KFEEI.K A86 B97 C80 D97 E97 F92 G91 H99 I91 J95 K96 
10 0 10 BBB.J...GHJ.AAGH....CCCKFDDI.KFEEI.K A86 B97 C80 D97 E97 F92 G91 H98 I91 J96 K96 
10 0 10 BBBHJK..GHJKAAG..KCCC...FDDI..FEEI.. A86 B97 C82 D97 E97 F92 G91 H99 I91 J96 K93 
10 0 10 BBBHJ...GHJ.AAG..KCCC..KFDDI.KFEEI.. A86 B97 C82 D97 E97 F92 G91 H99 I91 J96 K95 
10 0 10 BBBH....GH..AAG.J.CCC.JKFDDI.KFEEI.K A86 B97 C82 D97 E97 F92 G91 H99 I91 J94 K96 
10 0 10 BBBH....GHJ.AAG.J.CCC..KFDDI.KFEEI.K A86 B97 C82 D97 E97 F92 G91 H99 I91 J95 K96 
10 0 10 BBB.J...G.J.AAGH..CCCH.KFDDI.KFEEI.K A86 B97 C82 D97 E97 F92 G91 H97 I91 J96 K96 
10 0 10 BBB.J...GHJ.AAGH..CCC..KFDDI.KFEEI.K A86 B97 C82 D97 E97 F92 G91 H98 I91 J96 K96 
10 0 10 BBBHJ...GHJ.AAGI..CCCI.KFDD..KF..EEK A86 B97 C82 D97 E95 F92 G91 H99 I93 J96 K96 
10 0 10 BBBHJ...GHJ.AAGI..CCCI.KFDD..KF.EE.K A86 B97 C82 D97 E96 F92 G91 H99 I93 J96 K96 
10 0 10 BBBHJ...GHJ.AAGI..CCCI.KF..DDKFEE..K A86 B97 C82 D95 E97 F92 G91 H99 I93 J96 K96 
10 0 10 BBBHJ...GHJ.AAGI..CCCI.KF.DD.KFEE..K A86 B97 C82 D96 E97 F92 G91 H99 I93 J96 K96 
10 0 10 BBBH....GH..AAGI..CCCI.KFDD.JKFEE.JK A86 B97 C82 D97 E97 F92 G91 H99 I93 J92 K96 
10 0 10 BBBH....GH..AAGI..CCCIJKFDD.JKFEE..K A86 B97 C82 D97 E97 F92 G91 H99 I93 J93 K96 
10 0 10 BBBHJ...GHJKAAG..KCCC..KFDDI..FEEI.. A86 B97 C82 D97 E97 F92 G91 H99 I91 J96 K98 
10 0 10 BBBHJ...GHJKAAG..KCCCI.KFDDI..FEE... A86 B97 C82 D97 E97 F92 G91 H99 I92 J96 K98 
15 0 15 BBBHJK..GHJKAAGI.KCCCI..F.DD..FEE... A86 B97 C82 D96 E97 F92 G91 H99 I93 J96 K93 
15 0 15 BBBHJK..GHJKAAGI.KCCCI..F.DD..F...EE A86 B97 C82 D96 E94 F92 G91 H99 I93 J96 K93 
15 0 15 BBBHJK..GHJKAAGI.KCCCI..F..DD.F...EE A86 B97 C82 D95 E94 F92 G91 H99 I93 J96 K93 
15 0 15 BBBHJ...GHJ.AAGI.KCCCI.KF..DDKF...EE A86 B97 C82 D95 E94 F92 G91 H99 I93 J96 K91 
15 0 15 BBBHJ...GHJKAAGI.KCCCI.KF..DD.F...EE A86 B97 C82 D95 E94 F92 G91 H99 I93 J96 K92 
15 0 15 BBBHJ...GHJ.AAGI.KCCCI.KF.DD.KF...EE A86 B97 C82 D96 E94 F92 G91 H99 I93 J96 K91 
15 0 15 BBBH....GH..AAGI.KCCCIJKF.DDJKF...EE A86 B97 C82 D96 E94 F92 G91 H99 I93 J93 K91 
15 0 15 BBBH....GH.KAAGI.KCCCIJKF.DDJ.F...EE A86 B97 C82 D96 E94 F92 G91 H99 I93 J93 K90 
15 0 15 BBBHJ...GHJKAAGI.KCCCI.KF.DD..F...EE A86 B97 C82 D96 E94 F92 G91 H99 I93 J96 K92 
15 0 15 BBBH.K..GH.KAAGI.KCCCIJ.F.DDJ.F...EE A86 B97 C82 D96 E94 F92 G91 H99 I93 J93 K93 
15 0 15 BBBHJ...GHJ.AAGI.KCCCI.KF.DD.KFEE... A86 B97 C82 D96 E97 F92 G91 H99 I93 J96 K95 
15 0 15 BBBHJK..GHJKAAGI.KCCCI..F..DD.FEE... A86 B97 C82 D95 E97 F92 G91 H99 I93 J96 K93 
15 0 15 BBBHJ...GHJ.AAGI.KCCCI.KF..DDKFEE... A86 B97 C82 D95 E97 F92 G91 H99 I93 J96 K95 
15 0 15 BBBH....GH..AAGIJ.CCCIJKF..DDKFEE..K A86 B97 C82 D95 E97 F92 G91 H99 I93 J94 K96 
15 0 15 BBBH....GHJ.AAGIJ.CCCI.KF..DDKFEE..K A86 B97 C82 D95 E97 F92 G91 H99 I93 J95 K96 
15 0 15 BBB.J...GHJKAAGH.KCCC..KFDDI..FEEI.. A86 B97 C82 D97 E97 F92 G91 H98 I91 J96 K94 
15 0 15 BBB.J...G.JKAAGH.KCCCH.KFDDI..FEEI.. A86 B97 C82 D97 E97 F92 G91 H97 I91 J96 K94 
15 0 15 BBB.J...G.J.AAGH.KCCCH.KFDDI.KFEEI.. A86 B97 C82 D97 E97 F92 G91 H97 I91 J96 K95 
15 0 15 BBB.J...GHJ.AAGH.KCCC..KFDDI.KFEEI.. A86 B97 C82 D97 E97 F92 G91 H98 I91 J96 K95 
15 0 15 BBB.JK..G.JKAAGH.KCCCH..FDDI..FEEI.. A86 B97 C82 D97 E97 F92 G91 H97 I91 J96 K93 
15 0 15 BBB.JK..GHJKAAGH.KCCC...FDDI..FEEI.. A86 B97 C82 D97 E97 F92 G91 H98 I91 J96 K93 
15 0 15 BBB.....GHJ.AAGHJ...CCCKFDDI.KFEEI.K A86 B97 C80 D97 E97 F92 G91 H98 I91 J95 K96 
15 0 15 ..BBB...GHJ.AAGHJ...CCCKFDDI.KFEEI.K A86 B95 C80 D97 E97 F92 G91 H98 I91 J95 K96 
15 0 15 ..BBB...GHJ.AAGHJ.F.CCCKFDDI.K.EEI.K A86 B95 C80 D97 E97 F91 G91 H98 I91 J95 K96 
15 0 15 ..BBB...GHJ.AAGHJ.F.CCCKFDDI.KEE.I.K A86 B95 C80 D97 E96 F91 G91 H98 I91 J95 K96 
15 0 15 BBBH....GHJ.AAG.JK..CCCKFDDI.KFEEI.. A86 B97 C80 D97 E97 F92 G91 H99 I91 J95 K95 
15 0 15 BBB.J...GHJ.AAGH.K..CCCKFDDI.KFEEI.. A86 B97 C80 D97 E97 F92 G91 H98 I91 J96 K95 
15 0 15 BBBH....GHJKAAG.JK..CCCKFDDI..FEEI.. A86 B97 C80 D97 E97 F92 G91 H99 I91 J95 K94 
15 0 15 BBB.J...GHJKAAGH.K..CCCKFDDI..FEEI.. A86 B97 C80 D97 E97 F92 G91 H98 I91 J96 K94 
15 0 15 BBBH.K..GHJKAAG.JK..CCC.FDDI..FEEI.. A86 B97 C80 D97 E97 F92 G91 H99 I91 J95 K93 
15 0 15 BBB.JK..GHJKAAGH.K..CCC.FDDI..FEEI.. A86 B97 C80 D97 E97 F92 G91 H98 I91 J96 K93 
15 0 15 BBB.....GHJ.AAGHJ.F.CCCKFDDI.K.EEI.K A86 B97 C80 D97 E97 F91 G91 H98 I91 J95 K96 
15 0 15 BBBH....GHJ.AAG.JKF.CCCKFDDI.K.EEI.. A86 B97 C80 D97 E97 F91 G91 H99 I91 J95 K95 
15 0 15 BBB.J...GHJ.AAGH.KF.CCCKFDDI.K.EEI.. A86 B97 C80 D97 E97 F91 G91 H98 I91 J96 K95 
15 0 15 BBBH....GHJKAAG.JKF.CCCKFDDI...EEI.. A86 B97 C80 D97 E97 F91 G91 H99 I91 J95 K94 
15 0 15 BBB.J...GHJKAAGH.KF.CCCKFDDI...EEI.. A86 B97 C80 D97 E97 F91 G91 H98 I91 J96 K94 
15 0 15 BBBH.K..GHJKAAG.JKF.CCC.FDDI...EEI.. A86 B97 C80 D97 E97 F91 G91 H99 I91 J95 K93 
15 0 15 BBB.JK..GHJKAAGH.KF.CCC.FDDI...EEI.. A86 B97 C80 D97 E97 F91 G91 H98 I91 J96 K93 
15 0 15 BBB.....GHJ.AAGHJ.F.CCCKFDDI.KEE.I.K A86 B97 C80 D97 E96 F91 G91 H98 I91 J95 K96 
15 0 15 BBBH....GHJ.AAG.JKF.CCCKFDDI.KEE.I.. A86 B97 C80 D97 E96 F91 G91 H99 I91 J95 K95 
15 0 15 BBB.J...GHJ.AAGH.KF.CCCKFDDI.KEE.I.. A86 B97 C80 D97 E96 F91 G91 H98 I91 J96 K95 
15 0 15 BBBH....GHJKAAG.JKF.CCCKFDDI..EE.I.. A86 B97 C80 D97 E96 F91 G91 H99 I91 J95 K94 
15 0 15 BBB.J...GHJKAAGH.KF.CCCKFDDI..EE.I.. A86 B97 C80 D97 E96 F91 G91 H98 I91 J96 K94 
15 0 15 BBBH.K..GHJKAAG.JKF.CCC.FDDI..EE.I.. A86 B97 C80 D97 E96 F91 G91 H99 I91 J95 K93 
15 0 15 BBB.JK..GHJKAAGH.KF.CCC.FDDI..EE.I.. A86 B97 C80 D97 E96 F91 G91 H98 I91 J96 K93 
15 0 15 BBB.J...GHJ.AAGH.KFCCC.KFDDI.KEE.I.. A86 B97 C79 D97 E96 F91 G91 H98 I91 J96 K95 
15 0 15 BBB.J...GHJKAAGH.KFCCC.KFDDI..EE.I.. A86 B97 C79 D97 E96 F91 G91 H98 I91 J96 K94 
15 0 15 BBB.JK..GHJKAAGH.KFCCC..FDDI..EE.I.. A86 B97 C79 D97 E96 F91 G91 H98 I91 J96 K93 
15 0 15 BBB.....GH..AAGH.KFCCC.KFDDIJKEE.IJ. A86 B97 C79 D97 E96 F91 G91 H98 I91 J92 K95 
15 0 15 BBB.....GH.KAAGH.KFCCC.KFDDIJ.EE.IJ. A86 B97 C79 D97 E96 F91 G91 H98 I91 J92 K94 
15 0 15 BBB..K..GH.KAAGH.KFCCC..FDDIJ.EE.IJ. A86 B97 C79 D97 E96 F91 G91 H98 I91 J92 K93 
15 0 15 BBB.....GH..AAGH.KFCCC.KFDDIJK.EEIJ. A86 B97 C79 D97 E95 F91 G91 H98 I91 J92 K95 
15 0 15 BBB.....GH.KAAGH.KFCCC.KFDDIJ..EEIJ. A86 B97 C79 D97 E95 F91 G91 H98 I91 J92 K94 
15 0 15 BBB..K..GH.KAAGH.KFCCC..FDDIJ..EEIJ. A86 B97 C79 D97 E95 F91 G91 H98 I91 J92 K93 
15 0 15 BBB.....GH..AAGH.KFCCCJKFDDIJK.EEI.. A86 B97 C79 D97 E95 F91 G91 H98 I91 J91 K95 
15 0 15 BBB.....GH.KAAGH.KFCCCJKFDDIJ..EEI.. A86 B97 C79 D97 E95 F91 G91 H98 I91 J91 K94 
15 0 15 BBB..K..GH.KAAGH.KFCCCJ.FDDIJ..EEI.. A86 B97 C79 D97 E95 F91 G91 H98 I91 J91 K93 
15 0 15 BBB.....GH..AAGH.K.CCCJKFDDIJKFEEI.. A86 B97 C79 D97 E95 F90 G91 H98 I91 J91 K95 
15 0 15 BBB.....GH.KAAGH.K.CCCJKFDDIJ.FEEI.. A86 B97 C79 D97 E95 F90 G91 H98 I91 J91 K94 
15 0 15 BBB..K..GH.KAAGH.K.CCCJ.FDDIJ.FEEI.. A86 B97 C79 D97 E95 F90 G91 H98 I91 J91 K93 
15 0 15 BBB.....GH..AAGH.K.CCC.KFDDIJKFEEIJ. A86 B97 C79 D97 E95 F90 G91 H98 I91 J92 K95 
15 0 15 BBB.....GH.KAAGH.K.CCC.KFDDIJ.FEEIJ. A86 B97 C79 D97 E95 F90 G91 H98 I91 J92 K94 
15 0 15 BBB..K..GH.KAAGH.K.CCC..FDDIJ.FEEIJ. A86 B97 C79 D97 E95 F90 G91 H98 I91 J92 K93 
15 0 15 BBB.....GH..AAGH.K..CCCKFDDIJKFEEIJ. A86 B97 C78 D97 E95 F90 G91 H98 I91 J92 K95 
15 0 15 BBB.....GH.KAAGH.K..CCCKFDDIJ.FEEIJ. A86 B97 C78 D97 E95 F90 G91 H98 I91 J92 K94 
15 0 15 BBB..K..GH.KAAGH.K..CCC.FDDIJ.FEEIJ. A86 B97 C78 D97 E95 F90 G91 H98 I91 J92 K93 
15 0 15 BBB.....GH..AAGH.KF.CCCKFDDIJK.EEIJ. A86 B97 C78 D97 E95 F91 G91 H98 I91 J92 K95 
15 0 15 BBB.....GH.KAAGH.KF.CCCKFDDIJ..EEIJ. A86 B97 C78 D97 E95 F91 G91 H98 I91 J92 K94 
15 0 15 BBB..K..GH.KAAGH.KF.CCC.FDDIJ..EEIJ. A86 B97 C78 D97 E95 F91 G91 H98 I91 J92 K93 
15 0 15 BBB.....GH..AAGH.KF.CCCKFDDIJKEE.IJ. A86 B97 C78 D97 E96 F91 G91 H98 I91 J92 K95 
15 0 15 BBB.....GH.KAAGH.KF.CCCKFDDIJ.EE.IJ. A86 B97 C78 D97 E96 F91 G91 H98 I91 J92 K94 
15 0 15 BBB..K..GH.KAAGH.KF.CCC.FDDIJ.EE.IJ. A86 B97 C78 D97 E96 F91 G91 H98 I91 J92 K93 
15 0 15 BBB.....GHJ.AAGHJ.FCCC.KFDDI.KEE.I.K A86 B97 C79 D97 E96 F91 G91 H98 I91 J91 K96 
15 0 15 BBB.....GH..AAGHJ.FCCCJKFDDI.KEE.I.K A86 B97 C79 D97 E96 F91 G91 H98 I91 J92 K96 
15 0 15 BBBH....GHJ.AAG.JKFCCC.KFDDI.KEE.I.. A86 B97 C79 D97 E96 F91 G91 H99 I91 J91 K95 
15 0 15 BBBH....GH..AAG.JKFCCCJKFDDI.KEE.I.. A86 B97 C79 D97 E96 F91 G91 H99 I91 J92 K95 
15 0 15 BBB.....GH..AAGH.KFCCCJKFDDIJKEE.I.. A86 B97 C79 D97 E96 F91 G91 H98 I91 J93 K95 
15 0 15 BBBH....GHJKAAG.JKFCCC.KFDDI..EE.I.. A86 B97 C79 D97 E96 F91 G91 H99 I91 J91 K94 
15 0 15 BBBH....GH.KAAG.JKFCCCJKFDDI..EE.I.. A86 B97 C79 D97 E96 F91 G91 H99 I91 J92 K94 
15 0 15 BBB.....GH.KAAGH.KFCCCJKFDDIJ.EE.I.. A86 B97 C79 D97 E96 F91 G91 H98 I91 J93 K94 
15 0 15 BBBH.K..GHJKAAG.JKFCCC..FDDI..EE.I.. A86 B97 C79 D97 E96 F91 G91 H99 I91 J91 K93 
15 0 15 BBBH.K..GH.KAAG.JKFCCCJ.FDDI..EE.I.. A86 B97 C79 D97 E96 F91 G91 H99 I91 J92 K93 
15 0 15 BBB..K..GH.KAAGH.KFCCCJ.FDDIJ.EE.I.. A86 B97 C79 D97 E96 F91 G91 H98 I91 J93 K93 
15 0 15 BBB.....GH..AAGHJ.FCCCJKFDDI.K.EEI.K A86 B97 C79 D97 E97 F91 G91 H98 I91 J94 K96 
15 0 15 BBB.....GHJ.AAGHJ.FCCC.KFDDI.K.EEI.K A86 B97 C79 D97 E97 F91 G91 H98 I91 J95 K96 
15 0 15 BBBH....GH..AAG.JKFCCCJKFDDI.K.EEI.. A86 B97 C79 D97 E97 F91 G91 H99 I91 J94 K95 
15 0 15 BBBH....GHJ.AAG.JKFCCC.KFDDI.K.EEI.. A86 B97 C79 D97 E97 F91 G91 H99 I91 J95 K95 
15 0 15 BBB.J...GHJ.AAGH.KFCCC.KFDDI.K.EEI.. A86 B97 C79 D97 E97 F91 G91 H98 I91 J96 K95 
15 0 15 BBBH....GH.KAAG.JKFCCCJKFDDI...EEI.. A86 B97 C79 D97 E97 F91 G91 H99 I91 J94 K94 
15 0 15 BBBH....GHJKAAG.JKFCCC.KFDDI...EEI.. A86 B97 C79 D97 E97 F91 G91 H99 I91 J95 K94 
15 0 15 BBB.J...GHJKAAGH.KFCCC.KFDDI...EEI.. A86 B97 C79 D97 E97 F91 G91 H98 I91 J96 K94 
15 0 15 BBBH.K..GH.KAAG.JKFCCCJ.FDDI...EEI.. A86 B97 C79 D97 E97 F91 G91 H99 I91 J94 K93 
15 0 15 BBBH.K..GHJKAAG.JKFCCC..FDDI...EEI.. A86 B97 C79 D97 E97 F91 G91 H99 I91 J95 K93 
15 0 15 BBB.JK..GHJKAAGH.KFCCC..FDDI...EEI.. A86 B97 C79 D97 E97 F91 G91 H98 I91 J96 K93 
15 0 15 BBB.....GH..AAGHJ..CCCJKFDDI.KFEEI.K A86 B97 C81 D97 E97 F92 G91 H98 I91 J94 K96 
15 0 15 BBB.....GHJ.AAGHJ..CCC.KFDDI.KFEEI.K A86 B97 C81 D97 E97 F92 G91 H98 I91 J95 K96 
15 0 15 BBBH....GH..AAG.JK.CCCJKFDDI.KFEEI.. A86 B97 C81 D97 E97 F92 G91 H99 I91 J94 K95 
15 0 15 BBBH....GHJ.AAG.JK.CCC.KFDDI.KFEEI.. A86 B97 C81 D97 E97 F92 G91 H99 I91 J95 K95 
15 0 15 BBB.J...GHJ.AAGH.K.CCC.KFDDI.KFEEI.. A86 B97 C81 D97 E97 F92 G91 H98 I91 J96 K95 
15 0 15 BBBH....GH.KAAG.JK.CCCJKFDDI..FEEI.. A86 B97 C81 D97 E97 F92 G91 H99 I91 J94 K94 
15 0 15 BBBH....GHJKAAG.JK.CCC.KFDDI..FEEI.. A86 B97 C81 D97 E97 F92 G91 H99 I91 J95 K94 
15 0 15 BBB.J...GHJKAAGH.K.CCC.KFDDI..FEEI.. A86 B97 C81 D97 E97 F92 G91 H98 I91 J96 K94 
15 0 15 BBBH.K...HJKAAG.JK..GCCCFDDI..FEEI.. A86 B97 C79 D97 E97 F92 G90 H99 I91 J95 K93 
15 0 15 BBB.JK...HJKAAGH.K..GCCCFDDI..FEEI.. A86 B97 C79 D97 E97 F92 G90 H98 I91 J96 K93 
15 0 15 .BBBJK...HJKAAGH.K..GCCCFDDI..FEEI.. A86 B96 C79 D97 E97 F92 G90 H98 I91 J96 K93 
15 0 15 .BBBJK...HJKAAGH.KF.GCCCFDDI...EEI.. A86 B96 C79 D97 E97 F91 G90 H98 I91 J96 K93 
15 0 15 .BBBJK...HJKAAGH.KF.GCCCFDDI..EE.I.. A86 B96 C79 D97 E96 F91 G90 H98 I91 J96 K93 
15 0 15 .BBBJK..GHJKAAGH.KF..CCCFDDI..EE.I.. A86 B96 C79 D97 E96 F91 G89 H98 I91 J96 K93 
15 0 15 .BBBJK..GHJKAAGH.KF..CCCFDDI...EEI.. A86 B96 C79 D97 E97 F91 G89 H98 I91 J96 K93 
15 0 15 .BBBJK..GHJKAAGH.K...CCCFDDI..FEEI.. A86 B96 C79 D97 E97 F92 G89 H98 I91 J96 K93 
15 0 15 BBBH.K...HJKAAG.JKF.GCCCFDDI...EEI.. A86 B97 C79 D97 E97 F91 G90 H99 I91 J95 K93 
15 0 15 BBB.JK...HJKAAGH.KF.GCCCFDDI...EEI.. A86 B97 C79 D97 E97 F91 G90 H98 I91 J96 K93 
15 0 15 BBBH.K...HJKAAG.JKF.GCCCFDDI..EE.I.. A86 B97 C79 D97 E96 F91 G90 H99 I91 J95 K93 
15 0 15 BBB.JK...HJKAAGH.KF.GCCCFDDI..EE.I.. A86 B97 C79 D97 E96 F91 G90 H98 I91 J96 K93 
15 0 15 BBBH.K..GHJKAAG.JKF..CCCFDDI..EE.I.. A86 B97 C79 D97 E96 F91 G91 H99 I91 J95 K93 
15 0 15 BBB.JK..GHJKAAGH.KF..CCCFDDI..EE.I.. A86 B97 C79 D97 E96 F91 G91 H98 I91 J96 K93 
15 0 15 BBBH.K..GHJKAAG.JKF..CCCFDDI...EEI.. A86 B97 C79 D97 E97 F91 G91 H99 I91 J95 K93 
15 0 15 BBB.JK..GHJKAAGH.KF..CCCFDDI...EEI.. A86 B97 C79 D97 E97 F91 G91 H98 I91 J96 K93 
15 0 15 BBBH.K..GHJKAAG.JK...CCCFDDI..FEEI.. A86 B97 C79 D97 E97 F92 G91 H99 I91 J95 K93 
15 0 15 BBB.JK..GHJKAAGH.K...CCCFDDI..FEEI.. A86 B97 C79 D97 E97 F92 G91 H98 I91 J96 K93 
15 0 15 BBBH.K..GH.KAAG.JK.CCCJ.FDDI..FEEI.. A86 B97 C81 D97 E97 F92 G91 H99 I91 J94 K93 
15 0 15 BBBH.K..GHJKAAG.JK.CCC..FDDI..FEEI.. A86 B97 C81 D97 E97 F92 G91 H99 I91 J95 K93 
15 0 15 BBB.JK..GHJKAAGH.K.CCC..FDDI..FEEI.. A86 B97 C81 D97 E97 F92 G91 H98 I91 J96 K93 
15 0 15 BBB.....G...AAGH.KCCCH.KFDDIJKFEEIJ. A86 B97 C82 D97 E97 F92 G91 H97 I91 J92 K95 
15 0 15 BBB.....GH..AAGH.KCCC..KFDDIJKFEEIJ. A86 B97 C82 D97 E97 F92 G91 H98 I91 J92 K95 
15 0 15 BBB.....G..KAAGH.KCCCH.KFDDIJ.FEEIJ. A86 B97 C82 D97 E97 F92 G91 H97 I91 J92 K94 
15 0 15 BBB.....GH.KAAGH.KCCC..KFDDIJ.FEEIJ. A86 B97 C82 D97 E97 F92 G91 H98 I91 J92 K94 
15 0 15 BBB..K...H.KAAGH.K..GCCCFDDIJ.FEEIJ. A86 B97 C79 D97 E97 F92 G90 H98 I91 J92 K93 
15 0 15 ..BBBK...H.KAAGH.K..GCCCFDDIJ.FEEIJ. A86 B95 C79 D97 E97 F92 G90 H98 I91 J92 K93 
15 0 15 ..BBBK...H.KAAGH.KF.GCCCFDDIJ..EEIJ. A86 B95 C79 D97 E97 F91 G90 H98 I91 J92 K93 
15 0 15 ..BBBK...H.KAAGH.KF.GCCCFDDIJ.EE.IJ. A86 B95 C79 D97 E96 F91 G90 H98 I91 J92 K93 
15 0 15 ..BBBK..GH.KAAGH.KF..CCCFDDIJ.EE.IJ. A86 B95 C79 D97 E96 F91 G89 H98 I91 J92 K93 
15 0 15 .BBB.K..GH.KAAGH.KF..CCCFDDIJ.EE.IJ. A86 B94 C79 D97 E96 F91 G89 H98 I91 J92 K93 
