10 0 10 HIBBCCHI.DD.HAAKL.FFFKL...J.LM..JGGM 
5 0 5 HIBBCCHI.DD.HAA.L.FFFKL...JKLM..JGGM K99 
5 0 5 HIBBCCHI.DD.HAA.L.FFFKLM..JKLM..JGG. K99 M99 
5 0 5 HIBBCCHI.DD.HAA.L.FFFKLM..JKLM..J.GG G99 K99 M99 
5 0 5 HIBBCCHI.DD.HAA.L.FFF.LM..JKLM..JKGG G99 K98 M99 
5 0 5 HIBBCCHI.DD.HAA.L..FFFLM..JKLM..JKGG F99 G99 K98 M99 
5 0 5 HIBBCCHI.DD.H.AAL..FFFLM..JKLM..JKGG A99 F99 G99 K98 M99 
5 0 5 .IBBCC.I.DD...AAL.HFFFLMH.JKLMH.JKGG A99 F99 G99 H97 K98 M99 
5 0 5 .IBBCC.I.DD.AA..L.HFFFLMH.JKLMH.JKGG A97 F99 G99 H97 K98 M99 
5 0 5 .IBBCC.I..DDAA..L.HFFFLMH.JKLMH.JKGG A97 D99 F99 G99 H97 K98 M99 
5 0 5 .IBBCC.I..DD.AA.L.HFFFLMH.JKLMH.JKGG A96 D99 F99 G99 H97 K98 M99 
5 0 5 .IBBCCHI..DDHAA.L.HFFFLM..JKLM..JKGG A96 D99 F99 G99 H95 K98 M99 
5 0 5 .IBBCCHI..DDH.AAL.HFFFLM..JKLM..JKGG A95 D99 F99 G99 H95 K98 M99 
5 0 5 .IBBCC.I..DDH.AAL.HFFFLMH.JKLM..JKGG A95 D99 F99 G99 H94 K98 M99 
5 0 5 .IBBCC.IDD..H.AAL.HFFFLMH.JKLM..JKGG A95 D97 F99 G99 H94 K98 M99 
5 0 5 .IBBCC.IDDL.H.AAL.HFFFLMH.JK.M..JKGG A95 D97 F99 G99 H94 K98 L99 M99 
5 0 5 .IBBCC.IDDL...AAL.HFFFLMH.JK.MH.JKGG A95 D97 F99 G99 H93 K98 L99 M99 
5 0 5 .IBBCC.IDDL.AA..L.HFFFLMH.JK.MH.JKGG A93 D97 F99 G99 H93 K98 L99 M99 
5 0 5 .IBBCC.IDDL..AA.L.HFFFLMH.JK.MH.JKGG A94 D97 F99 G99 H93 K98 L99 M99 
5 0 5 HIBBCCHIDDL.HAA.L..FFFLM..JK.M..JKGG A94 D97 F99 G99 H90 K98 L99 M99 
5 0 5 HIBBCCHIDDL.HAA.L.FFF.LM..JK.M..JKGG A94 D97 F98 G99 H90 K98 L99 M99 
5 0 5 HIBBCCHIDDL.HAA.L.FFFKLM..JK.M..J.GG A94 D97 F98 G99 H90 K97 L99 M99 
5 0 5 HIBBCCHIDDL.HAA.L.FFFKLM..JK.M..JGG. A94 D97 F98 G98 H90 K97 L99 M99 
5 0 5 HIBBCCHIDDL.HAA.L.FFFKL...JK.M..JGGM A94 D97 F98 G98 H90 K97 L99 M98 
5 0 5 HIBBCCHIDDL.H.AAL.FFFKL...JK.M..JGGM A93 D97 F98 G98 H90 K97 L99 M98 
5 0 5 HIBBCCHIDD..H.AAL.FFFKL...JKLM..JGGM A93 D97 F98 G98 H90 K97 L98 M98 
5 0 5 HIBBCCHIDD..H.AAL.FFFKLM..JKLM..JGG. A93 D97 F98 G98 H90 K97 L98 M97 
5 0 5 HIBBCCHIDD..H.AAL.FFFKLM..JKLM..J.GG A93 D97 F98 G97 H90 K97 L98 M97 
5 0 5 HIBBCCHIDD..H.AAL.FFF.LM..JKLM..JKGG A93 D97 F98 G97 H90 K96 L98 M97 
5 0 5 HIBBCCHI..DDH.AAL.FFF.LM..JKLM..JKGG A93 D95 F98 G97 H90 K96 L98 M97 
5 0 5 H.BBCCHI..DDHIAAL.FFF.LM..JKLM..JKGG A93 D95 F98 G97 H90 I99 K96 L98 M97 
5 0 5 H.BBCCHI..DDHIAAL.FFFKLM..JKLM..J.GG A93 D95 F98 G97 H90 I99 K95 L98 M97 
5 0 5 H.BBCCHI..DDHIAAL.FFFKLM..JKLM..JGG. A93 D95 F98 G96 H90 I99 K95 L98 M97 
5 0 5 H.BBCCHI..DDHIAAL.FFFKL...JKLM..JGGM A93 D95 F98 G96 H90 I99 K95 L98 M96 
5 0 5 H.BBCCHI.DD.HIAAL.FFFKL...JKLM..JGGM A93 D94 F98 G96 H90 I99 K95 L98 M96 
5 0 5 HBB.CCHI.DD.HIAAL.FFFKL...JKLM..JGGM A93 B99 D94 F98 G96 H90 I99 K95 L98 M96 
5 0 5 HBB.CCHI.DD.HIAAL.FFFKLM..JKLM..JGG. A93 B99 D94 F98 G96 H90 I99 K95 L98 M95 
5 0 5 HBB.CCHI.DD.HIAAL.FFFKLM..JKLM..J.GG A93 B99 D94 F98 G95 H90 I99 K95 L98 M95 
5 0 5 HBB.CCHI.DD.HIAAL.FFF.LM..JKLM..JKGG A93 B99 D94 F98 G95 H90 I99 K94 L98 M95 
5 0 5 HBB.CCHI.DD.HIAAL..FFFLM..JKLM..JKGG A93 B99 D94 F97 G95 H90 I99 K94 L98 M95 
5 0 5 .BB.CC.I.DD..IAAL.HFFFLMH.JKLMH.JKGG A93 B99 D94 F97 G95 H87 I99 K94 L98 M95 
5 0 5 .BB.CC.I..DD.IAAL.HFFFLMH.JKLMH.JKGG A93 B99 D93 F97 G95 H87 I99 K94 L98 M95 
5 0 5 .BB.CCHI..DDHIAAL.HFFFLM..JKLM..JKGG A93 B99 D93 F97 G95 H85 I99 K94 L98 M95 
5 0 5 .BB.CCHIDD..HIAAL.HFFFLM..JKLM..JKGG A93 B99 D91 F97 G95 H85 I99 K94 L98 M95 
5 0 5 .BB.CC.IDD..HIAAL.HFFFLMH.JKLM..JKGG A93 B99 D91 F97 G95 H84 I99 K94 L98 M95 
5 0 5 .BB.CC.IDDL.HIAAL.HFFFLMH.JK.M..JKGG A93 B99 D91 F97 G95 H84 I99 K94 L97 M95 
5 0 5 .BB.CC.IDDL..IAAL.HFFFLMH.JK.MH.JKGG A93 B99 D91 F97 G95 H83 I99 K94 L97 M95 
5 0 5 .BBCC..IDDL..IAAL.HFFFLMH.JK.MH.JKGG A93 B99 C99 D91 F97 G95 H83 I99 K94 L97 M95 
5 0 5 .BBCCM.IDDLM.IAAL.HFFFL.H.JK..H.JKGG A93 B99 C99 D91 F97 G95 H83 I99 K94 L97 M92 
5 0 5 .BBCCM.IDD.M.IAAL.HFFFL.H.JKL.H.JKGG A93 B99 C99 D91 F97 G95 H83 I99 K94 L96 M92 
5 0 5 HBBCCMHIDD.MHIAAL..FFFL...JKL...JKGG A93 B99 C99 D91 F97 G95 H80 I99 K94 L96 M92 
5 0 5 HBBCCMHIDD.MHIAAL.FFF.L...JKL...JKGG A93 B99 C99 D91 F96 G95 H80 I99 K94 L96 M92 
5 0 5 HBBCCMHIDD.MHIAAL.FFFKL...JKL...J.GG A93 B99 C99 D91 F96 G95 H80 I99 K93 L96 M92 
5 0 5 HBBCCMHIDD.MHIAAL.FFFKL...JKL...JGG. A93 B99 C99 D91 F96 G94 H80 I99 K93 L96 M92 
5 0 5 HBBCCMHIDDLMHIAAL.FFFKL...JK....JGG. A93 B99 C99 D91 F96 G94 H80 I99 K93 L95 M92 
5 0 5 HBBCC.HIDDL.HIAAL.FFFKL...JK.M..JGGM A93 B99 C99 D91 F96 G94 H80 I99 K93 L95 M88 
5 0 5 HBB.CCHIDDL.HIAAL.FFFKL...JK.M..JGGM A93 B99 C98 D91 F96 G94 H80 I99 K93 L95 M88 
5 0 5 HBB.CCHIDDL.HIAAL.FFFKLM..JK.M..JGG. A93 B99 C98 D91 F96 G94 H80 I99 K93 L95 M87 
5 0 5 HBB.CCHIDDL.HIAAL.FFFKLM..JK.M..J.GG A93 B99 C98 D91 F96 G93 H80 I99 K93 L95 M87 
5 0 5 HBB.CCHIDDL.HIAAL.FFF.LM..JK.M..JKGG A93 B99 C98 D91 F96 G93 H80 I99 K92 L95 M87 
5 0 5 HBBCC.HIDDL.HIAAL.FFF.LM..JK.M..JKGG A93 B99 C97 D91 F96 G93 H80 I99 K92 L95 M87 
5 0 5 H.BBCCHIDDL.HIAAL.FFF.LM..JK.M..JKGG A93 B98 C98 D91 F96 G93 H80 I99 K92 L95 M87 
5 0 5 H.BBCCHIDDL.HIAAL..FFFLM..JK.M..JKGG A93 B98 C98 D91 F95 G93 H80 I99 K92 L95 M87 
5 0 5 H.BBCCHIDD..HIAAL..FFFLM..JKLM..JKGG A93 B98 C98 D91 F95 G93 H80 I99 K92 L94 M87 
5 0 5 ..BBCC.IDD...IAAL.HFFFLMH.JKLMH.JKGG A93 B98 C98 D91 F95 G93 H77 I99 K92 L94 M87 
5 0 5 BB..CC.IDD...IAAL.HFFFLMH.JKLMH.JKGG A93 B96 C98 D91 F95 G93 H77 I99 K92 L94 M87 
5 0 5 BBCC...IDD...IAAL.HFFFLMH.JKLMH.JKGG A93 B96 C96 D91 F95 G93 H77 I99 K92 L94 M87 
5 0 5 BBCC.M.IDD.M.IAAL.HFFFL.H.JKL.H.JKGG A93 B96 C96 D91 F95 G93 H77 I99 K92 L94 M84 
5 0 5 BBCC.MHIDD.MHIAAL.HFFFL...JKL...JKGG A93 B96 C96 D91 F95 G93 H75 I99 K92 L94 M84 
5 0 5 BBCCLMHIDDLMHIAAL.HFFF....JK....JKGG A93 B96 C96 D91 F95 G93 H75 I99 K92 L92 M84 
5 0 5 BBCCLMHIDDLMHIAAL.H..FFF..JK....JKGG A93 B96 C96 D91 F93 G93 H75 I99 K92 L92 M84 
5 0 5 BBCCLMHDD.LMHAA.L.HIFFF..IJK....JKGG A86 B96 C96 D82 F84 G93 H55 I85 J92 K92 L84 M66 
5 0 5 BBCCLM.DD.LM.AA.L.HIFFF.HIJK..H.JKGG A86 B96 C96 D82 F84 G93 H53 I85 J92 K92 L84 M66 
5 0 5 BBCCLM.DD.LMAA..L.HIFFF.HIJK..H.JKGG A85 B96 C96 D82 F84 G93 H53 I85 J92 K92 L84 M66 
5 0 5 BBCCLM.DD.LMAA..L.H.FFF.HIJK..HIJKGG A85 B96 C96 D82 F84 G93 H53 I84 J92 K92 L84 M66 
5 0 5 BBCCLM.DD.LMAA..L.H..FFFHIJK..HIJKGG A85 B96 C96 D82 F83 G93 H53 I84 J92 K92 L84 M66 
5 0 5 BBCCLM.DD.LMAA..L.H.JFFFHIJK..HI.KGG A85 B96 C96 D82 F83 G93 H53 I84 J91 K92 L84 M66 
5 0 5 BBCCLM.DD.LMAA..L.HFFF..HIJK..HIJKGG A85 B96 C96 D82 F83 G93 H53 I84 J92 K92 L84 M66 
5 0 5 BBCC.M.DD..MAA..L.HFFFL.HIJKL.HIJKGG A85 B96 C96 D82 F83 G93 H53 I84 J92 K92 L82 M66 
5 0 5 BBCC.M...DDMAA..L.HFFFL.HIJKL.HIJKGG A85 B96 C96 D80 F83 G93 H53 I84 J92 K92 L82 M66 
5 0 5 BB.CCM...DDMAA..L.HFFFL.HIJKL.HIJKGG A85 B96 C95 D80 F83 G93 H53 I84 J92 K92 L82 M66 
5 0 5 BB.CCM...DDM..AAL.HFFFL.HIJKL.HIJKGG A83 B96 C95 D80 F83 G93 H53 I84 J92 K92 L82 M66 
5 0 5 BB.CCM...DDMH.AAL.HFFFL.HIJKL..IJKGG A83 B96 C95 D80 F83 G93 H52 I84 J92 K92 L82 M66 
5 0 5 BB.CCM...DDMHAA.L.HFFFL.HIJKL..IJKGG A82 B96 C95 D80 F83 G93 H52 I84 J92 K92 L82 M66 
5 0 5 BB.CCMH..DDMHAA.L.HFFFL..IJKL..IJKGG A82 B96 C95 D80 F83 G93 H51 I84 J92 K92 L82 M66 
5 0 5 BB.CC.H..DD.HAA.L.HFFFLM.IJKLM.IJKGG A82 B96 C95 D80 F83 G93 H51 I84 J92 K92 L82 M63 
5 0 5 BB.CC....DD..AA.L.HFFFLMHIJKLMHIJKGG A82 B96 C95 D80 F83 G93 H49 I84 J92 K92 L82 M63 
5 0 5 BB.CC.....DD.AA.L.HFFFLMHIJKLMHIJKGG A82 B96 C95 D79 F83 G93 H49 I84 J92 K92 L82 M63 
5 0 5 BB.CC.....DDAA..L.HFFFLMHIJKLMHIJKGG A81 B96 C95 D79 F83 G93 H49 I84 J92 K92 L82 M63 
5 0 5 BB.CC.DD....AA..L.HFFFLMHIJKLMHIJKGG A81 B96 C95 D75 F83 G93 H49 I84 J92 K92 L82 M63 
5 0 5 BB.CC.DD..L.AA..L.HFFFLMHIJK.MHIJKGG A81 B96 C95 D75 F83 G93 H49 I84 J92 K92 L81 M63 
5 0 5 BB.CCMDD..LMAA..L.HFFFL.HIJK..HIJKGG A81 B96 C95 D75 F83 G93 H49 I84 J92 K92 L81 M60 
5 0 5 BB.CCMDD..LM..AAL.HFFFL.HIJK..HIJKGG A79 B96 C95 D75 F83 G93 H49 I84 J92 K92 L81 M60 
5 0 5 BB.CCMDD..LMH.AAL.HFFFL.HIJK...IJKGG A79 B96 C95 D75 F83 G93 H48 I84 J92 K92 L81 M60 
5 0 5 BB.CCMDD..LMHAA.L.HFFFL.HIJK...IJKGG A78 B96 C95 D75 F83 G93 H48 I84 J92 K92 L81 M60 
5 0 5 BB.CC.DD..L.HAA.L.HFFFLMHIJK.M.IJKGG A78 B96 C95 D75 F83 G93 H48 I84 J92 K92 L81 M57 
5 0 5 BB.CC..DD.L.HAA.L.HFFFLMHIJK.M.IJKGG A78 B96 C95 D74 F83 G93 H48 I84 J92 K92 L81 M57 
5 0 5 BB.CC..DD.L..AA.L.HFFFLMHIJK.MHIJKGG A78 B96 C95 D74 F83 G93 H47 I84 J92 K92 L81 M57 
5 0 5 BB.CCM.DD.LM.AA.L.HFFFL.HIJK..HIJKGG A78 B96 C95 D74 F83 G93 H47 I84 J92 K92 L81 M54 
5 0 5 BB.CCM.DD..M.AA.L.HFFFL.HIJKL.HIJKGG A78 B96 C95 D74 F83 G93 H47 I84 J92 K92 L80 M54 
5 0 5 BB.CCM..DD.M.AA.L.HFFFL.HIJKL.HIJKGG A78 B96 C95 D73 F83 G93 H47 I84 J92 K92 L80 M54 
5 0 5 .BBCCM..DD.M.AA.L.HFFFL.HIJKL.HIJKGG A78 B95 C95 D73 F83 G93 H47 I84 J92 K92 L80 M54 
5 0 5 HBBCCMH.DD.MHAA.L..FFFL..IJKL..IJKGG A78 B95 C95 D73 F83 G93 H44 I84 J92 K92 L80 M54 
5 0 5 HBBCCMH.DD.MHAA.L.FFF.L..IJKL..IJKGG A78 B95 C95 D73 F82 G93 H44 I84 J92 K92 L80 M54 
5 0 5 HBBCCMH.DD.MHAA.L.FFFKL..IJKL..IJ.GG A78 B95 C95 D73 F82 G93 H44 I84 J92 K91 L80 M54 
5 0 5 HBBCCMH.DD.MHAA.L.FFFKL..IJKL..IJGG. A78 B95 C95 D73 F82 G92 H44 I84 J92 K91 L80 M54 
5 0 5 HBBCCMH.DDLMHAA.L.FFFKL..IJK...IJGG. A78 B95 C95 D73 F82 G92 H44 I84 J92 K91 L79 M54 
5 0 5 HBBCCMH.DDLMH.AAL.FFFKL..IJK...IJGG. A77 B95 C95 D73 F82 G92 H44 I84 J92 K91 L79 M54 
5 0 5 HBBCCMH.DDLMH.AAL.FFFKL..IJK...IJ.GG A77 B95 C95 D73 F82 G91 H44 I84 J92 K91 L79 M54 
5 0 5 HBBCCMH.DDLMH.AAL.FFF.L..IJK...IJKGG A77 B95 C95 D73 F82 G91 H44 I84 J92 K90 L79 M54 
5 0 5 HBBCCMH.DDLMH.AAL..FFFL..IJK...IJKGG A77 B95 C95 D73 F81 G91 H44 I84 J92 K90 L79 M54 
5 0 5 .BBCCM..DDLM..AAL.HFFFL.HIJK..HIJKGG A77 B95 C95 D73 F81 G91 H41 I84 J92 K90 L79 M54 
5 0 5 .BBCCM..DDLMAA..L.HFFFL.HIJK..HIJKGG A75 B95 C95 D73 F81 G91 H41 I84 J92 K90 L79 M54 
5 0 5 .BBCC...DDL.AA..L.HFFFLMHIJK.MHIJKGG A75 B95 C95 D73 F81 G91 H41 I84 J92 K90 L79 M51 
5 0 5 .BBCC...DD..AA..L.HFFFLMHIJKLMHIJKGG A75 B95 C95 D73 F81 G91 H41 I84 J92 K90 L78 M51 
5 0 5 .BBCC...DD....AAL.HFFFLMHIJKLMHIJKGG A73 B95 C95 D73 F81 G91 H41 I84 J92 K90 L78 M51 
5 0 5 HBBCC.H.DD..H.AAL..FFFLM.IJKLM.IJKGG A73 B95 C95 D73 F81 G91 H38 I84 J92 K90 L78 M51 
5 0 5 HBBCC.H.DD..H.AAL.FFF.LM.IJKLM.IJKGG A73 B95 C95 D73 F80 G91 H38 I84 J92 K90 L78 M51 
5 0 5 HBBCC.H.DD..H.AAL.FFFKLM.IJKLM.IJ.GG A73 B95 C95 D73 F80 G91 H38 I84 J92 K89 L78 M51 
5 0 5 HBBCC.H.DD..H.AAL.FFFKLM.IJKLM.IJGG. A73 B95 C95 D73 F80 G90 H38 I84 J92 K89 L78 M51 
5 0 5 HBBCC.H.DD..H.AAL.FFFKL..IJKLM.IJGGM A73 B95 C95 D73 F80 G90 H38 I84 J92 K89 L78 M50 
5 0 5 HBBCC.H...DDH.AAL.FFFKL..IJKLM.IJGGM A73 B95 C95 D71 F80 G90 H38 I84 J92 K89 L78 M50 
5 0 5 HBBCC.H...DDHAA.L.FFFKL..IJKLM.IJGGM A72 B95 C95 D71 F80 G90 H38 I84 J92 K89 L78 M50 
5 0 5 HBBCC.H...DDHAA.L.FFFKLM.IJKLM.IJGG. A72 B95 C95 D71 F80 G90 H38 I84 J92 K89 L78 M49 
5 0 5 HBBCC.H...DDHAA.L.FFFKLM.IJKLM.IJ.GG A72 B95 C95 D71 F80 G89 H38 I84 J92 K89 L78 M49 
5 0 5 HBBCC.H...DDHAA.L.FFF.LM.IJKLM.IJKGG A72 B95 C95 D71 F80 G89 H38 I84 J92 K88 L78 M49 
5 0 5 HBBCC.H...DDHAA.L..FFFLM.IJKLM.IJKGG A72 B95 C95 D71 F79 G89 H38 I84 J92 K88 L78 M49 
5 0 5 .BBCC.....DDHAA.L.HFFFLMHIJKLM.IJKGG A72 B95 C95 D71 F79 G89 H36 I84 J92 K88 L78 M49 
5 0 5 .BBCC.....DDH.AAL.HFFFLMHIJKLM.IJKGG A71 B95 C95 D71 F79 G89 H36 I84 J92 K88 L78 M49 
5 0 5 .BBCC.H...DDH.AAL.HFFFLM.IJKLM.IJKGG A71 B95 C95 D71 F79 G89 H35 I84 J92 K88 L78 M49 
5 0 5 .BBCC.HDD...H.AAL.HFFFLM.IJKLM.IJKGG A71 B95 C95 D68 F79 G89 H35 I84 J92 K88 L78 M49 
5 0 5 .BBCCMHDD..MH.AAL.HFFFL..IJKL..IJKGG A71 B95 C95 D68 F79 G89 H35 I84 J92 K88 L78 M46 
5 0 5 .BBCCM.DD..M..AAL.HFFFL.HIJKL.HIJKGG A71 B95 C95 D68 F79 G89 H33 I84 J92 K88 L78 M46 
5 0 5 .BBCCM.DD..MAA..L.HFFFL.HIJKL.HIJKGG A69 B95 C95 D68 F79 G89 H33 I84 J92 K88 L78 M46 
5 0 5 .BBCCMDD...MAA..L.HFFFL.HIJKL.HIJKGG A69 B95 C95 D67 F79 G89 H33 I84 J92 K88 L78 M46 
5 0 5 .BBCCMDD...M..AAL.HFFFL.HIJKL.HIJKGG A71 B95 C95 D67 F79 G89 H33 I84 J92 K88 L78 M46 
5 0 5 .BBCCMDD...MH.AAL.HFFFL.HIJKL..IJKGG A71 B95 C95 D67 F79 G89 H32 I84 J92 K88 L78 M46 
5 0 5 .BBCCMDD...MHAA.L.HFFFL.HIJKL..IJKGG A70 B95 C95 D67 F79 G89 H32 I84 J92 K88 L78 M46 
5 0 5 .BBCCM.DD..MHAA.L.HFFFL.HIJKL..IJKGG A70 B95 C95 D66 F79 G89 H32 I84 J92 K88 L78 M46 
5 0 5 .BBCCM.DD.LMHAA.L.HFFFL.HIJK...IJKGG A70 B95 C95 D66 F79 G89 H32 I84 J92 K88 L77 M46 
5 0 5 .BBCCM.DD.LMH.AAL.HFFFL.HIJK...IJKGG A69 B95 C95 D66 F79 G89 H32 I84 J92 K88 L77 M46 
5 0 5 .BBCC..DD.L.H.AAL.HFFFLMHIJK.M.IJKGG A69 B95 C95 D66 F79 G89 H32 I84 J92 K88 L77 M43 
5 0 5 .BBCC..DD.L...AAL.HFFFLMHIJK.MHIJKGG A69 B95 C95 D66 F79 G89 H31 I84 J92 K88 L77 M43 
5 0 5 .BBCC.DD..L...AAL.HFFFLMHIJK.MHIJKGG A69 B95 C95 D65 F79 G89 H31 I84 J92 K88 L77 M43 
5 0 5 .BBCC.DD..L..AA.L.HFFFLMHIJK.MHIJKGG A68 B95 C95 D65 F79 G89 H31 I84 J92 K88 L77 M43 
5 0 5 .BBCCMDD..LM.AA.L.HFFFL.HIJK..HIJKGG A68 B95 C95 D65 F79 G89 H31 I84 J92 K88 L77 M40 
5 0 5 .BBCC.DD.....AA.L.HFFFLMHIJKLMHIJKGG A68 B95 C95 D65 F79 G89 H31 I84 J92 K88 L76 M43 
5 0 5 .BBCC..DD....AA.L.HFFFLMHIJKLMHIJKGG A68 B95 C95 D64 F79 G89 H31 I84 J92 K88 L76 M43 
5 0 5 .BB.CC.DD....AA.L.HFFFLMHIJKLMHIJKGG A68 B95 C94 D64 F79 G89 H31 I84 J92 K88 L76 M43 
5 0 5 HBB.CCHDD...HAA.L..FFFLM.IJKLM.IJKGG A68 B95 C94 D64 F79 G89 H28 I84 J92 K88 L76 M43 
5 0 5 HBB.CCHDD...HAA.L.FFF.LM.IJKLM.IJKGG A68 B95 C94 D64 F78 G89 H28 I84 J92 K88 L76 M43 
5 0 5 HBBKCCHDDK..HAA.L.FFF.LM.IJ.LM.IJ.GG A68 B95 C94 D64 F78 G89 H28 I84 J92 K84 L76 M43 
5 0 5 HBBKCCHDDK..HAA.L.FFF.LM.IJ.LM.IJGG. A68 B95 C94 D64 F78 G88 H28 I84 J92 K84 L76 M43 
5 0 5 HBBKCCHDDK..HAA.L.FFF.L..IJ.LM.IJGGM A68 B95 C94 D64 F78 G88 H28 I84 J92 K84 L76 M42 
5 0 5 HBBKCCHDDK..HAA.L..FFFL..IJ.LM.IJGGM A68 B95 C94 D64 F77 G88 H28 I84 J92 K84 L76 M42 
5 0 5 HBBKCCHDDKL.HAA.L..FFFL..IJ..M.IJGGM A68 B95 C94 D64 F77 G88 H28 I84 J92 K84 L75 M42 
5 0 5 HBBKCCHDDKL.HAA.L..FFFLM.IJ..M.IJGG. A68 B95 C94 D64 F77 G88 H28 I84 J92 K84 L75 M41 
5 0 5 HBBKCCHDDKL.HAA.L..FFFLM.IJ..M.IJ.GG A68 B95 C94 D64 F77 G87 H28 I84 J92 K84 L75 M41 
5 0 5 HBBKCCHDDKL.H.AAL..FFFLM.IJ..M.IJ.GG A67 B95 C94 D64 F77 G87 H28 I84 J92 K84 L75 M41 
5 0 5 HBBKCCHDDK..H.AAL..FFFLM.IJ.LM.IJ.GG A67 B95 C94 D64 F77 G87 H28 I84 J92 K84 L74 M41 
5 0 5 HBBKCCHDDK..H.AAL..FFFLM.IJ.LM.IJGG. A67 B95 C94 D64 F77 G86 H28 I84 J92 K84 L74 M41 
5 0 5 .BBKCC.DDK....AAL.HFFFLMHIJ.LMHIJGG. A67 B95 C94 D64 F77 G86 H25 I84 J92 K84 L74 M41 
5 0 5 .BBKCC.DDK....AAL.HFFFL.HIJ.LMHIJGGM A67 B95 C94 D64 F77 G86 H25 I84 J92 K84 L74 M40 
5 0 5 .BBKCCHDDK..H.AAL.HFFFL..IJ.LM.IJGGM A67 B95 C94 D64 F77 G86 H23 I84 J92 K84 L74 M40 
5 0 5 .BBKCCHDDKL.H.AAL.HFFFL..IJ..M.IJGGM A67 B95 C94 D64 F77 G86 H23 I84 J92 K84 L73 M40 
5 0 5 .BBKCCHDDKL.H.AAL.HFFFLM.IJ..M.IJGG. A67 B95 C94 D64 F77 G86 H23 I84 J92 K84 L73 M39 
5 0 5 .BBKCC.DDKL.H.AAL.HFFFLMHIJ..M.IJGG. A67 B95 C94 D64 F77 G86 H22 I84 J92 K84 L73 M39 
5 0 5 .BBKCCDD.KL.H.AAL.HFFFLMHIJ..M.IJGG. A67 B95 C94 D63 F77 G86 H22 I84 J92 K84 L73 M39 
5 0 5 .BBKCCDD.KL.H.AAL.HFFFLMHIJ..M.IJ.GG A67 B95 C94 D63 F77 G85 H22 I84 J92 K84 L73 M39 
5 0 5 .BBKCCDD.KL...AAL.HFFFLMHIJ..MHIJ.GG A67 B95 C94 D63 F77 G85 H21 I84 J92 K84 L73 M39 
5 0 5 .BBKCCDD.K....AAL.HFFFLMHIJ.LMHIJ.GG A67 B95 C94 D63 F77 G85 H21 I84 J92 K84 L72 M39 
5 0 5 .BBKCCDD.K..AA..L.HFFFLMHIJ.LMHIJ.GG A65 B95 C94 D63 F77 G85 H21 I84 J92 K84 L72 M39 
5 0 5 .BBKCCDD.K..AA..L.HFFFLMHIJ.LMHIJGG. A65 B95 C94 D63 F77 G84 H21 I84 J92 K84 L72 M39 
5 0 5 .BBKCCDD.K..AA..L.HFFFL.HIJ.LMHIJGGM A65 B95 C94 D63 F77 G84 H21 I84 J92 K84 L72 M38 
5 0 5 .BBKCCDD.KL.AA..L.HFFFL.HIJ..MHIJGGM A65 B95 C94 D63 F77 G84 H21 I84 J92 K84 L71 M38 
5 0 5 .BBKCCDD.KL...AAL.HFFFL.HIJ..MHIJGGM A63 B95 C94 D63 F77 G84 H21 I84 J92 K84 L71 M38 
5 0 5 BB.KCCDD.KL...AAL.HFFFL.HIJ..MHIJGGM A63 B94 C94 D63 F77 G84 H21 I84 J92 K84 L71 M38 
5 0 5 BB.KCCDD.KL...AAL.HFFFLMHIJ..MHIJGG. A63 B94 C94 D63 F77 G84 H21 I84 J92 K84 L71 M37 
5 0 5 BB.KCCDD.K....AAL.HFFFLMHIJ.LMHIJGG. A63 B94 C94 D63 F77 G84 H21 I84 J92 K84 L70 M37 
5 0 5 BB.KCCDD.K..H.AAL.HFFFLMHIJ.LM.IJGG. A63 B94 C94 D63 F77 G84 H20 I84 J92 K84 L70 M37 
5 0 5 BB.KCCDD.K..H.AAL.HFFFLMHIJ.LM.IJ.GG A63 B94 C94 D63 F77 G83 H20 I84 J92 K84 L70 M37 
5 0 5 BB.KCCDD.K..HAA.L.HFFFLMHIJ.LM.IJ.GG A62 B94 C94 D63 F77 G83 H20 I84 J92 K84 L70 M37 
5 0 5 BB.KCCDD.K...AA.L.HFFFLMHIJ.LMHIJ.GG A62 B94 C94 D63 F77 G83 H19 I84 J92 K84 L70 M37 
5 0 5 BB.KCCDD.KL..AA.L.HFFFLMHIJ..MHIJ.GG A62 B94 C94 D63 F77 G83 H19 I84 J92 K84 L69 M37 
5 0 5 BB.KCCDD.KL.AA..L.HFFFLMHIJ..MHIJ.GG A61 B94 C94 D63 F77 G83 H19 I84 J92 K84 L69 M37 
5 0 5 BB.KCC.DDKL.AA..L.HFFFLMHIJ..MHIJ.GG A61 B94 C94 D62 F77 G83 H19 I84 J92 K84 L69 M37 
5 0 5 BB.KCC.DDKL.AA..L.HFFFLMHIJ..MHIJGG. A61 B94 C94 D62 F77 G82 H19 I84 J92 K84 L69 M37 
5 0 5 BB.KCC.DDKL.AA..L.HFFFL.HIJ..MHIJGGM A61 B94 C94 D62 F77 G82 H19 I84 J92 K84 L69 M36 
5 0 5 BB.KCC.DDK..AA..L.HFFFL.HIJ.LMHIJGGM A61 B94 C94 D62 F77 G82 H19 I84 J92 K84 L68 M36 
5 0 5 BB.KCC.DDK...AA.L.HFFFL.HIJ.LMHIJGGM A60 B94 C94 D62 F77 G82 H19 I84 J92 K84 L68 M36 
5 0 5 BB.KCC.DDK...AA.L.HFFFLMHIJ.LMHIJGG. A60 B94 C94 D62 F77 G82 H19 I84 J92 K84 L68 M35 
