10 0 10 .....L..ICCLG.IAAMG.JDDMH.JKEEHFFK.. 
8 0 8 ..I..L..ICCLG..AAMG.JDDMH.JKEEHFFK.. I99 
7 0 7 G.I..LG.ICCL...AAM..JDDMH.JKEEHFFK.. G98 I99 
6 0 6 G.I..LG.ICCL...AAMH.JDDMH.JKEE.FFK.. G98 H99 I99 
6 0 6 G.I..LG.ICCL...AAMH.JDDMH.JKEEFF.K.. F99 G98 H99 I99 
6 0 6 G.I..LG.ICCL...AAMH..DDMH.JKEEFFJK.. F99 G98 H99 I99 J99 
6 0 6 G.I..LG.ICCL...AAMHDD..MH.JKEEFFJK.. D98 F99 G98 H99 I99 J99 
6 0 6 ..I..LG.ICCLG..AAMH.JDDMH.JKEE.FFK.. G97 H99 I99 
7 0 7 G.I..LG.ICCL...AAMHDDK.MH.JKEEFFJ... D98 F99 G98 H99 I99 J99 K99 
7 0 7 G.I..LG.ICCLH..AAMHDD..M..JKEEFFJK.. D98 F99 G98 H98 I99 J99 
7 0 7 G.I..LG.ICCL.AA..MHDD..MH.JKEEFFJK.. A98 D98 F99 G98 H99 I99 J99 
7 0 7 G.I..LG.ICCL.AAK.MHDDK.MH.J.EEFFJ... A98 D98 F99 G98 H99 I99 J99 K98 
7 0 7 G.I..LG.ICCL.AAK.MHDDK.MH.JEE.FFJ... A98 D98 E99 F99 G98 H99 I99 J99 K98 
7 0 7 G.I..LG.ICCL.AAK..HDDK..H.JEEMFFJ..M A98 D98 E99 F99 G98 H99 I99 J99 K98 M98 
7 0 7 G.I...G.ICC..AAK.LHDDK.LH.JEEMFFJ..M A98 D98 E99 F99 G98 H99 I99 J99 K98 L98 M98 
7 0 7 G.IK..G.IKCCAAJ..L..JDDLH..EEMH..FFM A93 C99 D96 E99 F96 G98 H98 I99 J95 K96 L98 M98 
7 0 7 G..K..G.IKCCAAI..L..JDDLH.JEEMH..FFM A93 C99 D96 E99 F96 G98 H98 I98 J96 K96 L98 M98 
7 0 7 G.IK..G.IKCC..JAAL..JDDLH..EEMH.FF.M A96 C99 D96 E99 F95 G98 H98 I99 J95 K96 L98 M98 
7 0 7 ..IK..G.IKCCG.JAAL..JDDLH..EEMHFF..M A96 C99 D96 E99 F94 G97 H98 I99 J95 K96 L98 M98 
7 0 7 ..IK..G.IKCCGAA..L..JDDLH.JEEMHFF..M A94 C99 D96 E99 F94 G97 H98 I99 J96 K96 L98 M98 
7 0 7 G.IK..G.IKCCAAJ..L..JDDLH..EEMHFF..M A93 C99 D96 E99 F94 G98 H98 I99 J95 K96 L98 M98 
7 0 7 ..IK..G.IKCCG.JAALH.JDDLH..EEM.FF..M A96 C99 D96 E99 F94 G97 H97 I99 J95 K96 L98 M98 
7 0 7 ..IK..G.IKCCGAA..LH.JDDLH.JEEM.FF..M A94 C99 D96 E99 F94 G97 H97 I99 J96 K96 L98 M98 
7 0 7 G.IK..G.IKCCAAJ..LH.JDDLH..EEM.FF..M A93 C99 D96 E99 F94 G98 H97 I99 J95 K96 L98 M98 
7 0 7 ..IK..G.IKCCG.JAAL..JDDLH..EEMH.FF.M A96 C99 D96 E99 F93 G97 H96 I99 J95 K96 L98 M98 
7 0 7 ..IK..G.IKCCGAA..L..JDDLH.JEEMH.FF.M A94 C99 D96 E99 F93 G97 H96 I99 J96 K96 L98 M98 
7 0 7 ..IK....IKCCG..AALG.JDDLH.JEEMH.FF.M A96 C99 D96 E99 F93 G96 H96 I99 J96 K96 L98 M98 
7 0 7 ..IK..G.IKCCG..AALHDD..LH.JEEM..JFFM A96 C99 D94 E99 F92 G97 H97 I99 J95 K96 L98 M98 
7 0 7 ..IK..G.IKCCG..AALH.DD.LH.JEEM..JFFM A96 C99 D95 E99 F92 G97 H97 I99 J95 K96 L98 M98 
7 0 7 ..IK..G.IKCCG.AA.LH..DDLH.JEEM..JFFM A95 C99 D96 E99 F92 G97 H97 I99 J95 K96 L98 M98 
7 0 7 ...K..G.IKCCG.IAALH..DDLH.JEEM..JFFM A96 C99 D96 E99 F92 G97 H97 I98 J95 K96 L98 M98 
7 0 7 ..IK..G.IKCCG.JAALH.JDDLH..EEM...FFM A96 C99 D96 E99 F92 G97 H97 I99 J95 K96 L98 M98 
7 0 7 ..IK..G.IKCCG.AA.LH.JDDLH.JEEM...FFM A95 C99 D96 E99 F92 G97 H97 I99 J96 K96 L98 M98 
7 0 7 ...K..G.IKCCG.IAALH.JDDLH.JEEM...FFM A96 C99 D96 E99 F92 G97 H97 I98 J96 K96 L98 M98 
7 0 7 ..IK..G.IKCCG..AALH.JDDLH.JEEMFF...M A96 C99 D96 E99 F91 G97 H97 I99 J96 K96 L98 M98 
7 0 7 ..IK..G.IKCCG.JAALH.JDDLH..EEM..FF.M A96 C99 D96 E99 F93 G97 H97 I99 J95 K96 L98 M98 
7 0 7 ..IK..G.IKCCGAA..LH.JDDLH.JEEM..FF.M A94 C99 D96 E99 F93 G97 H97 I99 J96 K96 L98 M98 
7 0 7 G.I...G.IKCCAAJK.LH.JDDLH..EEM..FF.M A93 C99 D96 E99 F93 G98 H97 I99 J95 K95 L98 M98 
7 0 7 G.I...G.IKCC.AAK.LH.JDDLH.JEEM..FF.M A92 C99 D96 E99 F93 G98 H97 I99 J96 K95 L98 M98 
7 0 7 G.I...G.IKCCAAJK.L..JDDLH..EEMHFF..M A93 C99 D96 E99 F92 G98 H96 I99 J95 K95 L98 M98 
7 0 7 G.I...G.IKCC.AAK.L..JDDLH.JEEMHFF..M A92 C99 D96 E99 F90 G98 H96 I99 J96 K95 L98 M98 
7 0 7 ..I...G.IKCCGAAK.L..JDDLH.JEEMH..FFM A92 C99 D96 E99 F92 G97 H96 I99 J96 K95 L98 M98 
7 0 7 G.I...G.IKCCAAJK.LH.JDDLH..EEM.FF..M A93 C99 D96 E99 F90 G98 H95 I99 J95 K95 L98 M98 
7 0 7 G.I...G.IKCC.AAK.LH.JDDLH.JEEM.FF..M A92 C99 D96 E99 F90 G98 H95 I99 J96 K95 L98 M98 
7 0 7 G.I...G.IKCCAA.K.LH.JDDLH.JEEMFF...M A93 C99 D96 E99 F89 G98 H95 I99 J96 K95 L98 M98 
7 0 7 G.....G.IKCCAAIK.LH.JDDLH.JEEM...FFM A93 C99 D96 E99 F92 G98 H95 I98 J96 K95 L98 M98 
7 0 7 G.I...G.IKCCAAJK.LH.JDDLH..EEM...FFM A93 C99 D96 E99 F92 G98 H95 I99 J93 K95 L98 M98 
7 0 7 G.I...G.IKCCAA.K.LHDD..LH.JEEM..JFFM A93 C99 D94 E99 F92 G98 H95 I99 J95 K95 L98 M98 
7 0 7 G.I...G.IKCCAA.K.LH.DD.LH.JEEM..JFFM A93 C99 D95 E99 F92 G98 H95 I99 J95 K95 L98 M98 
7 0 7 G.....G.IKCCAAIK.LH..DDLH.JEEM..JFFM A93 C99 D96 E99 F92 G98 H95 I98 J95 K95 L98 M98 
7 0 7 G.I...G.IKCCAA.K.LDD...LH.JEEMH.JFFM A93 C99 D93 E99 F92 G98 H96 I99 J95 K95 L98 M98 
7 0 7 G.I...G.IKCCAA.K.L.DD..LH.JEEMH.JFFM A93 C99 D94 E99 F92 G98 H96 I99 J95 K95 L98 M98 
7 0 7 G.I...G.IKCCAA.K.L..DD.LH.JEEMH.JFFM A93 C99 D95 E99 F92 G98 H96 I99 J95 K95 L98 M98 
7 0 7 G.....G.IKCCAAIK.L...DDLH.JEEMH.JFFM A93 C99 D96 E99 F92 G98 H96 I98 J95 K95 L98 M98 
7 0 7 G.I...G.IKCCAAJK.L..JDDLH..EEMH..FFM A93 C99 D96 E99 F92 G98 H96 I99 J95 K95 L98 M98 
7 0 7 G.....G.IKCCAAIK.L..JDDLH.JEEMH..FFM A93 C99 D96 E99 F92 G98 H96 I98 J96 K95 L98 M98 
7 0 7 G.I...G.IKCCAAJK.L..JDDLH..EEMH.FF.M A93 C99 D96 E99 F93 G98 H96 I99 J95 K95 L98 M98 
7 0 7 G.I...G.IKCC.AAK.L..JDDLH.JEEMH.FF.M A92 C99 D96 E99 F93 G98 H96 I99 J96 K95 L98 M98 
7 0 7 G.IK..G.IKCCAAJ..L..JDDLH..EEMH.FF.M A93 C99 D96 E99 F93 G98 H96 I99 J95 K96 L98 M98 
7 0 7 G.IK..G.IKCC.AA..L..JDDLH.JEEMH.FF.M A92 C99 D96 E99 F93 G98 H96 I99 J96 K96 L98 M98 
7 0 7 G.IK..G.IKCCAAJ..LH.JDDLH..EEM..FF.M A93 C99 D96 E99 F93 G98 H97 I99 J95 K96 L98 M98 
7 0 7 G.IK..G.IKCC..JAALH.JDDLH..EEM..FF.M A96 C99 D96 E99 F93 G98 H97 I99 J95 K96 L98 M98 
7 0 7 G.IK..G.IKCCH..AALH.JDDL..JEEM..FF.M A96 C99 D96 E99 F93 G98 H96 I99 J96 K96 L98 M98 
7 0 7 G.IK..G.IKCC..JAALH.JDDLH..EEM.FF..M A96 C99 D96 E99 F94 G98 H97 I99 J95 K96 L98 M98 
7 0 7 G.IK..G.IKCCH..AALH.JDDL..JEEM.FF..M A96 C99 D96 E99 F94 G98 H96 I99 J96 K96 L98 M98 
7 0 7 G.IK..G.IKCC..JAAL..JDDLH..EEMHFF..M A96 C99 D96 E99 F94 G98 H98 I99 J95 K96 L98 M98 
7 0 7 G.IK..G.IKCC.AA..L..JDDLH.JEEMHFF..M A94 C99 D96 E99 F94 G98 H98 I99 J96 K96 L98 M98 
7 0 7 ..IK....IKCCG..AALG.JDDLH.JEEMHFF..M A96 C99 D96 E99 F94 G96 H98 I99 J96 K96 L98 M98 
7 0 7 G.IK..G.IKCCH..AALH.JDDL..JEEM...FFM A96 C99 D96 E99 F96 G98 H96 I99 J96 K96 L98 M98 
7 0 7 G.IK..G.IKCC..AA.L..JDDLH.JEEMH..FFM A95 C99 D96 E99 F96 G98 H98 I99 J96 K96 L98 M98 
7 0 7 G..K..G.IKCC..IAAL..JDDLH.JEEMH..FFM A96 C99 D96 E99 F96 G98 H98 I98 J96 K96 L98 M98 
7 0 7 ..IK....IKCCG..AALG.JDDLH.JEEMH..FFM A96 C99 D96 E99 F96 G96 H98 I99 J96 K96 L98 M98 
7 0 7 G.IK..G.IKCC..JAAL..JDDLH..EEMH..FFM A96 C99 D96 E99 F96 G98 H98 I99 J95 K96 L98 M98 
7 0 7 G.IK..G.IKCCH..AALH..DDL..JEEM..JFFM A96 C99 D96 E99 F96 G98 H96 I99 J97 K96 L98 M98 
7 0 7 G.IK..G.IKCC...AALDD...LH.JEEMH.JFFM A96 C99 D93 E99 F96 G98 H98 I99 J97 K96 L98 M98 
7 0 7 G.IK..G.IKCC...AAL.DD..LH.JEEMH.JFFM A96 C99 D94 E99 F96 G98 H98 I99 J97 K96 L98 M98 
7 0 7 G.IK..G.IKCC...AAL..DD.LH.JEEMH.JFFM A96 C99 D95 E99 F96 G98 H98 I99 J97 K96 L98 M98 
7 0 7 G..K..G.IKCC..IAAL...DDLH.JEEMH.JFFM A96 C99 D96 E99 F96 G98 H98 I98 J97 K96 L98 M98 
7 0 7 ..IK....IKCCG..AALG..DDLH.JEEMH.JFFM A96 C99 D96 E99 F96 G96 H98 I99 J97 K96 L98 M98 
7 0 7 G.IK..G.IKCC.AA..LDD...LH.JEEMH.JFFM A98 C99 D93 E99 F96 G98 H98 I99 J97 K96 L98 M98 
7 0 7 G.IK..G.IKCC.AA..L.DD..LH.JEEMH.JFFM A98 C99 D94 E99 F96 G98 H98 I99 J97 K96 L98 M98 
7 0 7 G.IK..G.IKCC.AA..L..DD.LH.JEEMH.JFFM A98 C99 D95 E99 F96 G98 H98 I99 J97 K96 L98 M98 
7 0 7 G.IK..G.IKCC..AA.L...DDLH.JEEMH.JFFM A97 C99 D96 E99 F96 G98 H98 I99 J97 K96 L98 M98 
7 0 7 ..IK....IKCCGAA..LG..DDLH.JEEMH.JFFM A98 C99 D96 E99 F96 G96 H98 I99 J97 K96 L98 M98 
7 0 7 G.IK..G.IKCC.AA..LHDD..LH.JEEM..JFFM A98 C99 D94 E99 F96 G98 H99 I99 J97 K96 L98 M98 
7 0 7 G.IK..G.IKCC.AA..LH.DD.LH.JEEM..JFFM A98 C99 D95 E99 F96 G98 H99 I99 J97 K96 L98 M98 
7 0 7 G.IK..G.IKCCHAA..LH..DDL..JEEM..JFFM A98 C99 D96 E99 F96 G98 H98 I99 J97 K96 L98 M98 
7 0 7 G.IK..G.IKCC..AA.LH..DDLH.JEEM..JFFM A97 C99 D96 E99 F96 G98 H99 I99 J97 K96 L98 M98 
7 0 7 G.IK..G.IKCCHAA..LH.JDDL..JEEM...FFM A98 C99 D96 E99 F96 G98 H98 I99 J98 K96 L98 M98 
7 0 7 G.IK..G.IKCC..AA.LH.JDDLH.JEEM...FFM A97 C99 D96 E99 F96 G98 H99 I99 J98 K96 L98 M98 
7 0 7 G.IK..G.IKCC.AA..LH.JDDLH.JEEM..FF.M A98 C99 D96 E99 F97 G98 H99 I99 J98 K96 L98 M98 
7 0 7 G.IK..G.IKCC.AA..LH.JDDLH.JEEM.FF..M A98 C99 D96 E99 F98 G98 H99 I99 J98 K96 L98 M98 
7 0 7 G.IK..G.IKCCHAA..LH.JDDL..JEEMFF...M A98 C99 D96 E99 F99 G98 H98 I99 J98 K96 L98 M98 
7 0 7 G.IK..G.IKCC..AA.LH.JDDLH.JEEMFF...M A97 C99 D96 E99 F99 G98 H99 I99 J98 K96 L98 M98 
7 0 7 G.IK..G.IKCCAA...LH.JDDLH.JEEMFF...M A97 C99 D96 E99 F99 G98 H99 I99 J98 K96 L98 M98 
7 0 7 ..IK..G.IKCCGAA..LH.JDDLH.JEEMFF...M A98 C99 D96 E99 F99 G97 H99 I99 J98 K96 L98 M98 
7 0 7 G.IK..G.IKCCHAA..LH..DDL..JEEMFFJ..M A98 C99 D96 E99 F99 G98 H98 I99 J99 K96 L98 M98 
7 0 7 G.IK..G.IKCC..AA.LH..DDLH.JEEMFFJ..M A97 C99 D96 E99 F99 G98 H99 I99 J99 K96 L98 M98 
7 0 7 G.IK..G.IKCCAA...LH..DDLH.JEEMFFJ..M A97 C99 D96 E99 F99 G98 H99 I99 J99 K96 L98 M98 
7 0 7 ..IK..G.IKCCGAA..LH..DDLH.JEEMFFJ..M A98 C99 D96 E99 F99 G97 H99 I99 J99 K96 L98 M98 
7 0 7 G.IK..G.IKCC.AA..LH.DD.LH.JEEMFFJ..M A98 C99 D97 E99 F99 G98 H99 I99 J99 K96 L98 M98 
7 0 7 G.IK..G.IKCC...AALHDD..LH.JEEMFFJ..M A96 C99 D98 E99 F99 G98 H99 I99 J99 K96 L98 M98 
7 0 7 G.I...G.IKCC.AAK.LHDD..LH.JEEMFFJ..M A98 C99 D98 E99 F99 G98 H99 I99 J99 K97 L98 M98 
7 0 7 G.I...G.ICCL.AAK.LHDDK..H.JEEMFFJ..M A98 D98 E99 F99 G98 H99 I99 J99 K98 L99 M98 
7 0 7 G.I...G.ICCL.AAK.LHDDK.MH.JEEMFFJ... A98 D98 E99 F99 G98 H99 I99 J99 K98 L99 M97 
7 0 7 G.I..LG.ICCL.AAK..HDDK.MH.JEEMFFJ... A98 D98 E99 F99 G98 H99 I99 J99 K98 M99 
7 0 7 G.I..LG.ICCL..AA.MHDD..MH.JKEEFFJK.. A99 D98 F99 G98 H99 I99 J99 
7 0 7 G....LG.ICCL..IAAMHDD..MH.JKEEFFJK.. D98 F99 G98 H99 I98 J99 
7 0 7 ..I..LG.ICCLG..AAMHDD..MH.JKEEFFJK.. D98 F99 G97 H99 I99 J99 
7 0 7 G.I..LG.ICCL...AAMH.DD.MH.JKEEFFJK.. D99 F99 G98 H99 I99 J99 
7 0 7 G.I..LG.ICCLH..AAMH..DDM..JKEEFFJK.. F99 G98 H98 I99 J99 
7 0 7 G.I..LG.ICCL.AA..MH..DDMH.JKEEFFJK.. A98 F99 G98 H99 I99 J99 
7 0 7 G.I..LG.ICCL..AA.MH..DDMH.JKEEFFJK.. A99 F99 G98 H99 I99 J99 
7 0 7 G....LG.ICCL..IAAMH..DDMH.JKEEFFJK.. F99 G98 H99 I98 J99 
7 0 7 ..I..LG.ICCLG..AAMH..DDMH.JKEEFFJK.. F99 G97 H99 I99 J99 
7 0 7 G.I..LG.ICCLH..AAMH.JDDM..JKEEFF.K.. F99 G98 H98 I99 
7 0 7 G.I..LG.ICCL.AA..MH.JDDMH.JKEEFF.K.. A98 F99 G98 H99 I99 
7 0 7 G.I..LG.ICCL..AA.MH.JDDMH.JKEEFF.K.. A99 F99 G98 H99 I99 
7 0 7 G....LG.ICCL..IAAMH.JDDMH.JKEEFF.K.. F99 G98 H99 I98 
7 0 7 ..I..LG.ICCLG..AAMH.JDDMH.JKEEFF.K.. F99 G97 H99 I99 
7 0 7 G.I..LG.ICCLAA...MH.JDDMH.JKEE.FFK.. A97 G98 H99 I99 
7 0 7 G.I..LG.ICCLH..AAMH.JDDM..JKEE.FFK.. G98 H98 I99 
7 0 7 ..I..LG.ICCLG..AAM..JDDMH.JKEEHFFK.. G99 I99 
8 0 8 .....LG.ICCLG.IAAMH.JDDMH.JKEEFF.K.. F99 G97 H99 I98 
8 0 8 ..I..LG.ICCLG.AA.MH.JDDMH.JKEEFF.K.. A99 F99 G97 H99 I99 
8 0 8 ..I..LG.ICCLGAA..MH.JDDMH.JKEEFF.K.. A98 F99 G97 H99 I99 
8 0 8 G.I..LG.ICCLHAA..MH.JDDM..JKEEFF.K.. A98 F99 G98 H98 I99 
8 0 8 G.I..LG.ICCLH.AA.MH.JDDM..JKEEFF.K.. A99 F99 G98 H98 I99 
8 0 8 G....LG.ICCLH.IAAMH.JDDM..JKEEFF.K.. F99 G98 H98 I98 
8 0 8 .....LG.ICCLG.IAAMH..DDMH.JKEEFFJK.. F99 G97 H99 I98 J99 
8 0 8 ..I..LG.ICCLG.AA.MH..DDMH.JKEEFFJK.. A99 F99 G97 H99 I99 J99 
8 0 8 ..I..LG.ICCLGAA..MH..DDMH.JKEEFFJK.. A98 F99 G97 H99 I99 J99 
8 0 8 G.I..LG.ICCLHAA..MH..DDM..JKEEFFJK.. A98 F99 G98 H98 I99 J99 
8 0 8 G.I..LG.ICCLH.AA.MH..DDM..JKEEFFJK.. A99 F99 G98 H98 I99 J99 
8 0 8 G....LG.ICCLH.IAAMH..DDM..JKEEFFJK.. F99 G98 H98 I98 J99 
8 0 8 ..I..LG.ICCLG..AAMH.DD.MH.JKEEFFJK.. D97 F99 G97 H99 I99 J99 
8 0 8 G....LG.ICCL..IAAMH.DD.MH.JKEEFFJK.. D97 F99 G98 H99 I98 J99 
8 0 8 .....LG.ICCLG.IAAMHDD..MH.JKEEFFJK.. D98 F99 G97 H99 I98 J99 
8 0 8 G.I..LG.ICCL..AA.MH.DD.MH.JKEEFFJK.. A99 D97 F99 G98 H99 I99 J99 
8 0 8 ..I..LG.ICCLG.AA.MHDD..MH.JKEEFFJK.. A99 D98 F99 G97 H99 I99 J99 
8 0 8 G.I..LG.ICCLAA.K..HDDK.MH.JEEMFFJ... A97 D98 E99 F99 G98 H99 I99 J99 K98 M99 
8 0 8 G.I...G.ICCLAA.K.LHDDK.MH.JEEMFFJ... A97 D98 E99 F99 G98 H99 I99 J99 K98 L99 M97 
8 0 8 G.I...G.ICCLAA.K.LHDDK..H.JEEMFFJ..M A97 D98 E99 F99 G98 H99 I99 J99 K98 L99 M98 
8 0 8 ..IK..G.IKCCGAA..LH.DD.LH.JEEMFFJ..M A98 C99 D95 E99 F99 G97 H99 I99 J99 K96 L98 M98 
8 0 8 G..K..G.IKCCAAI..LH..DDLH.JEEMFFJ..M A97 C99 D96 E99 F99 G98 H99 I98 J99 K96 L98 M98 
8 0 8 G.IK..G.IKCCHAA..LH.DD.L..JEEMFFJ..M A98 C99 D95 E99 F99 G98 H98 I99 J99 K96 L98 M98 
8 0 8 G.IK..G.IKCCHAA..LH.DD.L..JEEM..JFFM A98 C99 D95 E99 F96 G98 H96 I99 J97 K96 L98 M98 
8 0 8 G.IK..G.IKCCHAA..LHDD..L..JEEM..JFFM A98 C99 D94 E99 F96 G98 H96 I99 J97 K96 L98 M98 
8 0 8 G..K..G.IKCC..IAAL..DD.LH.JEEMH.JFFM A96 C99 D95 E99 F96 G98 H98 I98 J97 K96 L98 M98 
8 0 8 G..K..G.IKCC..IAAL.DD..LH.JEEMH.JFFM A96 C99 D94 E99 F96 G98 H98 I98 J97 K96 L98 M98 
8 0 8 G..K..G.IKCC..IAALDD...LH.JEEMH.JFFM A96 C99 D93 E99 F96 G98 H98 I98 J97 K96 L98 M98 
8 0 8 G.IK..G.IKCCH.AA.LH..DDL..JEEM..JFFM A95 C99 D96 E99 F96 G98 H96 I99 J97 K96 L98 M98 
8 0 8 G.IK..G.IKCC..JAAL..JDDLHEE..MH..FFM A96 C99 D96 E97 F96 G98 H98 I99 J95 K96 L98 M98 
8 0 8 G.IK..G.IKCC..JAAL..JDDLH.EE.MH..FFM A96 C99 D96 E98 F96 G98 H98 I99 J95 K96 L98 M98 
8 0 8 G.IK..G.IKCCH.AA.LH.JDDL..JEEM...FFM A95 C99 D96 E99 F96 G98 H96 I99 J96 K96 L98 M98 
8 0 8 G.IK..G.IKCC..JAAL..JDDLHEE..MHFF..M A96 C99 D96 E97 F94 G98 H98 I99 J95 K96 L98 M98 
8 0 8 G.IK..G.IKCC..JAAL..JDDLH.EE.MHFF..M A96 C99 D96 E98 F94 G98 H98 I99 J95 K96 L98 M98 
8 0 8 G.IK..G.IKCCHAA..LH.JDDL..JEEM.FF..M A94 C99 D96 E99 F94 G98 H96 I99 J96 K96 L98 M98 
8 0 8 G.IK..G.IKCC..JAALH.JDDLHEE..M.FF..M A96 C99 D96 E97 F94 G98 H97 I99 J95 K96 L98 M98 
8 0 8 G.IK..G.IKCC..JAALH.JDDLH.EE.M.FF..M A96 C99 D96 E98 F94 G98 H97 I99 J95 K96 L98 M98 
8 0 8 G.IK..G.IKCCH.JAALH.JDDL...EEM.FF..M A96 C99 D96 E99 F94 G98 H96 I99 J95 K96 L98 M98 
8 0 8 G.IK..G.IKCC..JAALH.JDDLHEE..M..FF.M A96 C99 D96 E97 F93 G98 H97 I99 J95 K96 L98 M98 
8 0 8 G.IK..G.IKCC..JAALH.JDDLH.EE.M..FF.M A96 C99 D96 E98 F93 G98 H97 I99 J95 K96 L98 M98 
8 0 8 G.IK..G.IKCCAAJ..LH.JDDLHEE..M..FF.M A93 C99 D96 E97 F93 G98 H97 I99 J95 K96 L98 M98 
8 0 8 G.IK..G.IKCCAAJ..LH.JDDLH.EE.M..FF.M A93 C99 D96 E98 F93 G98 H97 I99 J95 K96 L98 M98 
8 0 8 G.IK..G.IKCCHAA..LH.JDDL..JEEM..FF.M A92 C99 D96 E99 F93 G98 H94 I99 J96 K96 L98 M98 
8 0 8 G.IK..G.IKCCAAJ..L..JDDLHEE..MH.FF.M A93 C99 D96 E97 F93 G98 H96 I99 J95 K96 L98 M98 
8 0 8 G.IK..G.IKCCAAJ..L..JDDLH.EE.MH.FF.M A93 C99 D96 E98 F93 G98 H96 I99 J95 K96 L98 M98 
8 0 8 G.I...G.IKCCAAJK.L..JDDLHEE..MH.FF.M A93 C99 D96 E97 F93 G98 H96 I99 J95 K95 L98 M98 
8 0 8 G.I...G.IKCCAAJK.L..JDDLH.EE.MH.FF.M A93 C99 D96 E98 F93 G98 H96 I99 J95 K95 L98 M98 
8 0 8 G.I...G.IKCCAAJK.L..JDDLHEE..MH..FFM A93 C99 D96 E97 F92 G98 H96 I99 J95 K95 L98 M98 
8 0 8 G.I...G.IKCCAAJK.L..JDDLH.EE.MH..FFM A93 C99 D96 E98 F92 G98 H96 I99 J95 K95 L98 M98 
8 0 8 G.....G.IKCCAAIK.L..DD.LH.JEEMH.JFFM A93 C99 D95 E99 F92 G98 H96 I98 J95 K95 L98 M98 
8 0 8 G.....G.IKCCAAIK.LH.DD.LH.JEEM..JFFM A93 C99 D95 E99 F92 G98 H95 I98 J95 K95 L98 M98 
8 0 8 G.....G.IKCCAAIK.LHDD..LH.JEEM..JFFM A93 C99 D94 E99 F92 G98 H95 I98 J95 K95 L98 M98 
8 0 8 G.I...G.IKCCAAJK.LH.JDDLHEE..M...FFM A93 C99 D96 E97 F92 G98 H95 I99 J93 K95 L98 M98 
8 0 8 G.I...G.IKCCAAJK.LH.JDDLH.EE.M...FFM A93 C99 D96 E98 F92 G98 H95 I99 J93 K95 L98 M98 
8 0 8 G.....G.IKCCAAIK.LH.JDDLH.JEEMFF...M A93 C99 D96 E99 F89 G98 H95 I98 J96 K95 L98 M98 
8 0 8 G.I...G.IKCCAAJK.LH.JDDLHEE..M.FF..M A93 C99 D96 E97 F90 G98 H95 I99 J95 K95 L98 M98 
8 0 8 G.I...G.IKCCAAJK.LH.JDDLH.EE.M.FF..M A93 C99 D96 E98 F90 G98 H95 I99 J95 K95 L98 M98 
8 0 8 G.I...G.IKCCAAJK.L..JDDLHEE..MHFF..M A93 C99 D96 E97 F92 G98 H96 I99 J95 K95 L98 M98 
8 0 8 G.I...G.IKCCAAJK.L..JDDLH.EE.MHFF..M A93 C99 D96 E98 F92 G98 H96 I99 J95 K95 L98 M98 
8 0 8 G.I...G.IKCCAAJK.LH.JDDLHEE..M..FF.M A93 C99 D96 E97 F93 G98 H97 I99 J95 K95 L98 M98 
8 0 8 G.I...G.IKCCAAJK.LH.JDDLH.EE.M..FF.M A93 C99 D96 E98 F93 G98 H97 I99 J95 K95 L98 M98 
8 0 8 ..IK..G.IKCCG.JAALH.JDDLHEE..M..FF.M A96 C99 D96 E97 F93 G97 H97 I99 J95 K96 L98 M98 
8 0 8 ..IK..G.IKCCG.JAALH.JDDLH.EE.M..FF.M A96 C99 D96 E98 F93 G97 H97 I99 J95 K96 L98 M98 
8 0 8 ..IK..G.IKCCG.AA.LH.JDDLH.JEEMFF...M A95 C99 D96 E99 F89 G97 H97 I99 J96 K96 L98 M98 
8 0 8 ..IK..G.IKCCG.JAALH.JDDLHEE..M...FFM A96 C99 D96 E97 F92 G97 H97 I99 J95 K96 L98 M98 
8 0 8 ..IK..G.IKCCG.JAALH.JDDLH.EE.M...FFM A96 C99 D96 E98 F92 G97 H97 I99 J95 K96 L98 M98 
8 0 8 ...K..G.IKCCG.IAALH.DD.LH.JEEM..JFFM A96 C99 D95 E99 F92 G97 H97 I98 J95 K96 L98 M98 
8 0 8 ...K..G.IKCCG.IAALHDD..LH.JEEM..JFFM A96 C99 D94 E99 F92 G97 H97 I98 J95 K96 L98 M98 
8 0 8 ..I...G.IKCCGAAK.L..JDDLH.JEEMH.FF.M A94 C99 D96 E99 F93 G97 H96 I99 J96 K95 L98 M98 
8 0 8 ..IK..G.IKCCG.JAAL..JDDLHEE..MH.FF.M A96 C99 D96 E97 F93 G97 H96 I99 J95 K96 L98 M98 
8 0 8 ..IK..G.IKCCG.JAAL..JDDLH.EE.MH.FF.M A96 C99 D96 E98 F93 G97 H96 I99 J95 K96 L98 M98 
8 0 8 G.IK..G.IKCCAAJ..LH.JDDLHEE..M.FF..M A93 C99 D96 E97 F94 G98 H97 I99 J95 K96 L98 M98 
8 0 8 G.IK..G.IKCCAAJ..LH.JDDLH.EE.M.FF..M A93 C99 D96 E98 F94 G98 H97 I99 J95 K96 L98 M98 
8 0 8 ..IK..G.IKCCG.JAALH.JDDLHEE..M.FF..M A96 C99 D96 E97 F94 G97 H97 I99 J95 K96 L98 M98 
8 0 8 ..IK..G.IKCCG.JAALH.JDDLH.EE.M.FF..M A96 C99 D96 E98 F94 G97 H97 I99 J95 K96 L98 M98 
8 0 8 G.IK..G.IKCCAAJ..L..JDDLHEE..MHFF..M A93 C99 D96 E97 F94 G98 H98 I99 J95 K96 L98 M98 
