11 0 11 HBBL..H.JLCCI.JAAMI.KDDM..KEEN.FF..N 
10 0 10 HBBL..H.JLCCI.JAAMI.KDDM..KEEN...FFN F98 
9 0 9 HBBL..H.JLCCI.JAAMI..DDM..KEEN..KFFN F98 K99 
8 0 8 HBBL..H.JLCC..JAAM...DDMI.KEENI.KFFN F98 I98 K99 
7 0 7 .BBL..H.JLCCH.JAAM...DDMI.KEENI.KFFN F98 H99 I98 K99 
7 0 7 .BBL..H.JLCCH.JAAMI..DDMI.KEEN..KFFN F98 H99 I97 K99 
7 0 7 BB.L..H.JLCCH.JAAM...DDMI.KEENI.KFFN B99 F98 H99 I98 K99 
7 0 7 BB.L..H.JLCCH.JAAM..KDDMI.KEENI..FFN B99 F98 H99 I98 K98 
7 0 7 BBJL..H.JLCCH..AAM..KDDMI.KEENI..FFN B99 F98 H99 I98 J99 K98 
7 0 7 BBJL..H.JLCCH..AAM..KDDMI.KEENIFF..N B99 F96 H99 I98 J99 K98 
7 0 7 BBJL..H.JLCCH..AAM..KDDMI.KEENI.FF.N B99 F97 H99 I98 J99 K98 
7 0 7 BBJL..H.JLCCHAA..M..KDDMI.KEENI..FFN A98 B99 F98 H99 I98 J99 K98 
7 0 7 BBJL..H.JLCCHAA..M...DDMI.KEENI.KFFN A98 B99 F98 H99 I98 J99 K97 
7 0 7 BBJL..H.JLCCH..AAM...DDMI.KEENI.KFFN B99 F98 H99 I98 J99 K99 
8 0 8 BBJL..H.JLCCH..AAMI..DDMI.KEEN..KFFN B99 F98 H99 I97 J99 K99 
8 0 8 BBJL..H.JLCCH..AAM.DD..MI.KEENI.KFFN B99 D98 F98 H99 I98 J99 K99 
8 0 8 BBJL..H.JLCCH..AAM..DD.MI.KEENI.KFFN B99 D99 F98 H99 I98 J99 K99 
8 0 8 BBJL....JLCCH..AAMH..DDMI.KEENI.KFFN B99 F98 H98 I98 J99 K99 
8 0 8 BBJL..H.JLCCHAA..MI..DDMI.KEEN..KFFN A98 B99 F98 H99 I97 J99 K97 
8 0 8 BBJL..H.JLCCHAA..M.DD..MI.KEENI.KFFN A98 B99 D98 F98 H99 I98 J99 K97 
8 0 8 BBJ...H.J.CCHAAL.M.DDL.MI.KEENI.KFFN A98 B99 D98 F98 H99 I98 J99 K97 L98 
8 0 8 BBJ...H.JCC.HAAL.M.DDL.MI.KEENI.KFFN A98 B99 C99 D98 F98 H99 I98 J99 K97 L98 
8 0 8 BBJ..MH.JCCMHAAL...DDL..I.KEENI.KFFN A98 B99 C99 D98 F98 H99 I98 J99 K97 L98 M98 
7 0 7 BBJ..MH.JCCMHAAL.N.DDL.NI.KEE.I.KFF. A98 B99 C99 D98 F98 H99 I98 J99 K97 L98 M98 N98 
7 0 7 BBJ..MH.JCCMHAAL.N.DDL.NI.KEE.I.K.FF A98 B99 C99 D98 F97 H99 I98 J99 K97 L98 M98 N98 
9 0 9 HBBL..H.JLCCAAJ..MI..DDMI.KEENFFK..N A91 B92 C98 D96 E98 F91 H98 I97 J96 K95 L94 M96 N96 
9 0 9 H...BBH.JLCCAAJL.MIDD..MI.KEENFFK..N A91 B95 C98 D94 E98 F91 H98 I97 J96 K95 L95 M96 N96 
9 0 9 H...BBH.JLCCAAJL.MI.DD.MI.KEENFFK..N A91 B95 C98 D95 E98 F91 H98 I97 J96 K95 L95 M96 N96 
9 0 9 H..LBBH.JLCCAAJ..MI..DDMI.KEENFFK..N A91 B95 C98 D96 E98 F91 H98 I97 J96 K95 L94 M96 N96 
9 0 9 H.BB..H.JLCCAAJL.MI..DDMI.KEENFFK..N A91 B93 C98 D96 E98 F91 H98 I97 J96 K95 L95 M96 N96 
9 0 9 H..BB.H.JLCCAAJL.MI..DDMI.KEENFFK..N A91 B94 C98 D96 E98 F91 H98 I97 J96 K95 L95 M96 N96 
9 0 9 ..JLBBH.JLCCHAA..MIDD..MI.KEENFFK..N A92 B95 C98 D94 E98 F91 H97 I97 J97 K95 L94 M96 N96 
9 0 9 ..JLBBH.JLCCHAA..MI.DD.MI.KEENFFK..N A92 B95 C98 D95 E98 F91 H97 I97 J97 K95 L94 M96 N96 
9 0 9 ..JLBBH.JLCCH.AA.MI..DDMI.KEENFFK..N A91 B95 C98 D96 E98 F91 H97 I97 J97 K95 L94 M96 N96 
9 0 9 H.JLBBH.JLCCIAA..MIDD..M..KEENFFK..N A92 B95 C98 D94 E98 F91 H98 I96 J97 K95 L94 M96 N96 
9 0 9 H.JLBBH.JLCCIAA..MI.DD.M..KEENFFK..N A92 B95 C98 D95 E98 F91 H98 I96 J97 K95 L94 M96 N96 
9 0 9 H.JLBBH.JLCCI.AA.MI..DDM..KEENFFK..N A91 B95 C98 D96 E98 F91 H98 I96 J97 K95 L94 M96 N96 
9 0 9 H.JLBBH.JLCCI.AA.MI.KDDM..KEENFF...N A91 B95 C98 D96 E98 F91 H98 I96 J97 K96 L94 M96 N96 
9 0 9 H.JLBBH.JLCCIAA..MI.KDDM..KEEN.FF..N A92 B95 C98 D96 E98 F92 H98 I96 J97 K96 L94 M96 N96 
9 0 9 H.JLBBH.JLCCIAA..MI.KDDM..KEEN..FF.N A92 B95 C98 D96 E98 F93 H98 I96 J97 K96 L94 M96 N96 
9 0 9 H.JLBBH.JLCCI.AA.MI.KDDM..KEEN...FFN A91 B95 C98 D96 E98 F94 H98 I96 J97 K96 L94 M96 N96 
9 0 9 ..JBB.H.JLCCHAAL.MI.KDDMI.KEEN..FF.N A92 B94 C98 D96 E98 F93 H97 I97 J97 K96 L95 M96 N96 
9 0 9 ..JBB.H.JLCCHAAL.MI.KDDMI.KEEN.FF..N A92 B94 C98 D96 E98 F92 H97 I97 J97 K96 L95 M96 N96 
9 0 9 H.JLBBH.JLCCIAA..MI.DD.M..KEEN..KFFN A92 B95 C98 D95 E98 F94 H98 I94 J97 K95 L94 M96 N96 
9 0 9 H.JLBBH.JLCC..AA.M..DD.MI.KEENI.KFFN A91 B95 C98 D95 E98 F94 H98 I96 J97 K95 L94 M96 N96 
9 0 9 ..JLBB..JLCCHAA..MH.DD.MI.KEENI.KFFN A92 B95 C98 D95 E98 F94 H96 I96 J97 K95 L94 M96 N96 
9 0 9 ..JBB.H.JLCCHAAL.M..KDDMI.KEENI.FF.N A92 B94 C98 D96 E98 F93 H97 I96 J97 K96 L95 M96 N96 
9 0 9 ..JBB.H.JLCCHAAL.M..KDDMI.KEENIFF..N A92 B94 C98 D96 E98 F92 H97 I96 J97 K96 L95 M96 N96 
9 0 9 H.JLBBH.JLCCAAK..M..KDDMI.EE.NI..FFN A93 B95 C98 D96 E97 F94 H98 I96 J97 K95 L94 M96 N96 
9 0 9 H.JBB.H.JLCCAAKL.M..KDDMI.EE.NI..FFN A93 B94 C98 D96 E97 F94 H98 I96 J97 K95 L95 M96 N96 
9 0 9 H.JLBBH.JLCCAAK..M..KDDMIEE..NI..FFN A93 B95 C98 D96 E96 F94 H98 I96 J97 K95 L94 M96 N96 
9 0 9 H.JBB.H.JLCCAAKL.M..KDDMIEE..NI..FFN A93 B94 C98 D96 E96 F94 H98 I96 J97 K95 L95 M96 N96 
9 0 9 H.JLBBH.JLCCAAK..MI.KDDMI.EE.N..FF.N A93 B95 C98 D96 E97 F93 H98 I97 J97 K95 L94 M96 N96 
9 0 9 H.JBB.H.JLCCAAKL.MI.KDDMI.EE.N..FF.N A93 B94 C98 D96 E97 F93 H98 I97 J97 K95 L95 M96 N96 
9 0 9 H.JLBBH.JLCCAAK..MI.KDDMIEE..N..FF.N A93 B95 C98 D96 E96 F93 H98 I97 J97 K95 L94 M96 N96 
9 0 9 H.JBB.H.JLCCAAKL.MI.KDDMIEE..N..FF.N A93 B94 C98 D96 E96 F93 H98 I97 J97 K95 L95 M96 N96 
9 0 9 H.JLBBH.JLCCAAK..M..KDDMI.EE.NI.FF.N A93 B95 C98 D96 E97 F91 H98 I96 J97 K95 L94 M96 N96 
9 0 9 H.JBB.H.JLCCAAKL.M..KDDMI.EE.NI.FF.N A93 B94 C98 D96 E97 F91 H98 I96 J97 K95 L95 M96 N96 
9 0 9 H.JLBBH.JLCCAAK..M..KDDMIEE..NI.FF.N A93 B95 C98 D96 E96 F91 H98 I96 J97 K95 L94 M96 N96 
9 0 9 H.JBB.H.JLCCAAKL.M..KDDMIEE..NI.FF.N A93 B94 C98 D96 E96 F91 H98 I96 J97 K95 L95 M96 N96 
9 0 9 H.JLBBH.JLCCAAK..M..KDDMI.EE.NIFF..N A93 B95 C98 D96 E97 F92 H98 I96 J97 K95 L94 M96 N96 
9 0 9 H.JBB.H.JLCCAAKL.M..KDDMI.EE.NIFF..N A93 B94 C98 D96 E97 F92 H98 I96 J97 K95 L95 M96 N96 
9 0 9 H.JLBBH.JLCCAAK..M..KDDMIEE..NIFF..N A93 B95 C98 D96 E96 F92 H98 I96 J97 K95 L94 M96 N96 
9 0 9 H.JBB.H.JLCCAAKL.M..KDDMIEE..NIFF..N A93 B94 C98 D96 E96 F92 H98 I96 J97 K95 L95 M96 N96 
9 0 9 H.JBB.H.JLCCAAKL.MI.KDDMI..EENFF...N A93 B94 C98 D96 E98 F91 H98 I97 J97 K95 L95 M96 N96 
9 0 9 H.JLBBH.JLCCAAK..MI.KDDMI.EE.N.FF..N A93 B95 C98 D96 E97 F92 H98 I97 J97 K95 L94 M96 N96 
9 0 9 H.JBB.H.JLCCAAKL.MI.KDDMI.EE.N.FF..N A93 B94 C98 D96 E97 F92 H98 I97 J97 K95 L95 M96 N96 
9 0 9 H.JLBBH.JLCCAAK..MI.KDDMIEE..N.FF..N A93 B95 C98 D96 E96 F92 H98 I97 J97 K95 L94 M96 N96 
9 0 9 H.JBB.H.JLCCAAKL.MI.KDDMIEE..N.FF..N A93 B94 C98 D96 E96 F92 H98 I97 J97 K95 L95 M96 N96 
9 0 9 HBB...H.JLCCAAJL.MI.KDDMI.KEENFF...N A93 B92 C98 D96 E98 F91 H98 I97 J96 K96 L95 M96 N96 
9 0 9 H..LBBH.JLCCAAJ..MI.KDDMI.KEENFF...N A93 B95 C98 D96 E98 F91 H98 I97 J96 K96 L94 M96 N96 
9 0 9 H.JLBBH.JLCCAAK..MI.KDDMI..EENFF...N A93 B95 C98 D96 E98 F91 H98 I97 J97 K95 L94 M96 N96 
9 0 9 H..BB.H.JLCCAAJL.MI.KDDMI.KEENFF...N A93 B94 C98 D96 E98 F91 H98 I97 J96 K96 L95 M96 N96 
9 0 9 H.J.BBH.JLCCAAKL.MI.KDDMI.EE.NFF...N A93 B95 C98 D96 E97 F91 H98 I97 J97 K95 L95 M96 N96 
9 0 9 H.JLBBH.JLCCAAK..MI.KDDMI.EE.N...FFN A93 B95 C98 D96 E97 F94 H98 I97 J97 K95 L94 M96 N96 
9 0 9 H.JBB.H.JLCCAAKL.MI.KDDMI.EE.N...FFN A93 B94 C98 D96 E97 F94 H98 I97 J97 K95 L95 M96 N96 
9 0 9 H.J.BBH.JLCCAAKL.MI.KDDMIEE..NFF...N A93 B95 C98 D96 E96 F91 H98 I97 J97 K95 L95 M96 N96 
9 0 9 H.JLBBH.JLCCAAK..MI.KDDMIEE..N...FFN A93 B95 C98 D96 E96 F94 H98 I97 J97 K95 L94 M96 N96 
9 0 9 H.JBB.H.JLCCAAKL.MI.KDDMIEE..N...FFN A93 B94 C98 D96 E96 F94 H98 I97 J97 K95 L95 M96 N96 
9 0 9 H..BB.H.JLCCAAJL.MI.DD.MI.KEEN..KFFN A93 B94 C98 D95 E98 F94 H98 I97 J96 K97 L95 M96 N96 
9 0 9 H.JLBBH.JLCC..AA.MI.DD.MI.KEEN..KFFN A91 B95 C98 D95 E98 F94 H98 I97 J97 K97 L94 M96 N96 
9 0 9 H..LBBH.JLCCAAJ..MI.DD.MI.KEEN..KFFN A93 B95 C98 D95 E98 F94 H98 I97 J96 K97 L94 M96 N96 
9 0 9 H.JLBBH.JLCC..AA.MIDD..MI.KEEN..KFFN A91 B95 C98 D94 E98 F94 H98 I97 J97 K97 L94 M96 N96 
9 0 9 H.BB..H.JLCCAAJL.MIDD..MI.KEEN..KFFN A93 B93 C98 D94 E98 F94 H98 I97 J96 K97 L95 M96 N96 
9 0 9 ..JBB.H.JLCCHAAL.MI.DD.MI.KEEN..KFFN A92 B96 C98 D97 E98 F94 H97 I97 J97 K97 L95 M96 N96 
9 0 9 H.BB..H.JLCCAAJL.M.DD..MI.KEENI.KFFN A93 B95 C98 D98 E98 F94 H98 I98 J96 K97 L95 M96 N96 
9 0 9 ..JBBMH.JCCMHAAL..IDDL..I.KEEN..KFFN A92 B96 C99 D98 E98 F94 H97 I97 J97 K97 L96 M94 N96 
9 0 9 H..BB.H.JLCCAAJL.M..DD.MI.KEENI.KFFN A93 B96 C98 D95 E98 F94 H98 I98 J96 K97 L95 M96 N96 
9 0 9 H.J.BBH.J.CCAAK..MDDKL.MIEEL.NI..FFN A93 B95 C98 D97 E96 F94 H98 I98 J97 K95 L95 M96 N96 
9 0 9 H.J.BBH.J.CCAAK..MDDKL.MIEEL.NIFF..N A93 B95 C98 D97 E96 F92 H98 I98 J97 K95 L95 M96 N96 
9 0 9 H.JBBMH.JCCMAAKL.NDDKL.NIEE...I..FF. A93 B94 C99 D97 E96 F90 H98 I98 J97 K95 L96 M94 N94 
9 0 9 H.JBBMH.JCCMAAK...DDKL.NIEEL.NI..FF. A93 B94 C99 D97 E96 F90 H98 I98 J97 K95 L95 M94 N95 
9 0 9 H.JBBMH.JCCMAAKL..DDKL.NI.EE.NI..FF. A93 B94 C99 D97 E95 F90 H98 I98 J97 K95 L96 M94 N95 
9 0 9 H.J.BBH.JCCMAAKL.MDDKL.NIEE..NI...FF A93 B93 C99 D97 E96 F89 H98 I98 J97 K95 L96 M95 N95 
9 0 9 H.JBBMH.JCCMAAK...DDKL.NIEEL.NIFF... A93 B94 C99 D97 E96 F88 H98 I98 J97 K95 L95 M94 N95 
9 0 9 H.J.BBH.JCCMAAK..MDDKL.NIEEL.NIFF... A93 B93 C99 D97 E96 F88 H98 I98 J97 K95 L95 M95 N95 
9 0 9 H.JBBMH.JCCMAAKL..DDKL.NI.EE.NI...FF A93 B94 C99 D97 E95 F89 H98 I98 J97 K95 L96 M94 N95 
9 0 9 H.JBBMH.JCCMAAKL.NDDKL.NIEE...I...FF A93 B94 C99 D97 E96 F89 H98 I98 J97 K95 L96 M94 N94 
9 0 9 H.JBBMH.JCCMAAK...DDKL.NIEEL.NI...FF A93 B94 C99 D97 E96 F89 H98 I98 J97 K95 L95 M94 N95 
9 0 9 H.JBBMH.JCCMAAKL.NDDKL.NIEE...I.FF.. A93 B94 C99 D97 E96 F91 H98 I98 J97 K95 L96 M94 N94 
9 0 9 H.JBB.H.JCCMAAK..MDDKL.NIEEL.NI...FF A93 B94 C99 D97 E96 F89 H98 I98 J97 K95 L95 M95 N95 
9 0 9 H.JBBMH.JCCMAAK...DDKL.NIEEL.NI.FF.. A93 B94 C99 D97 E96 F91 H98 I98 J97 K95 L95 M94 N95 
9 0 9 H.J.BBH.JCCMAAK..MDDKL.NIEEL.NI.FF.. A93 B93 C99 D97 E96 F91 H98 I98 J97 K95 L95 M95 N95 
9 0 9 H.JBB.H.JCCMAAKL.MDDKL.NI.EE.NI...FF A93 B94 C99 D97 E95 F89 H98 I98 J97 K95 L96 M95 N95 
9 0 9 H.JBBMH.JCCMAAK...DDKL..IEEL.NI.FF.N A93 B94 C99 D97 E96 F91 H98 I98 J97 K95 L95 M92 N96 
9 0 9 H.JBB.H.J.CCAAK..MDDKL.MIEEL.NI.FF.N A93 B94 C98 D97 E96 F91 H98 I98 J97 K95 L95 M94 N96 
9 0 9 H.JBBMH.JCCMAAKL.NDDKL.NIEE...IFF... A93 B94 C99 D97 E96 F92 H98 I98 J97 K95 L96 M94 N94 
9 0 9 H.JBBMH.JCCMAAK...DDKL..IEEL.NIFF..N A93 B94 C99 D97 E96 F92 H98 I98 J97 K95 L95 M94 N96 
9 0 9 H.JBB.H.J.CCAAK..MDDKL.MIEEL.NIFF..N A93 B94 C98 D97 E96 F92 H98 I98 J97 K95 L95 M96 N96 
9 0 9 H.J.BBH.J.CCAAK..MDDKL.MIEEL.NI.FF.N A93 B95 C98 D97 E96 F93 H98 I98 J97 K95 L95 M96 N96 
9 0 9 H.J.BBH.JCCMAAK..MDDKL.NIEEL.NI..FF. A93 B95 C99 D97 E96 F94 H98 I98 J97 K95 L95 M95 N95 
9 0 9 H.J.BBH.JCCMAAKL.MDDKL.NI.EE.NI..FF. A93 B95 C99 D97 E95 F94 H98 I98 J97 K95 L96 M95 N95 
9 0 9 H.JBB.H.JLCCAAKL.MDDK..MIEE..NI..FFN A93 B94 C98 D97 E96 F94 H98 I98 J97 K95 L95 M96 N96 
9 0 9 H.JBBMH.JCCMAAK...DDKL..IEEL.NI..FFN A93 B94 C99 D97 E96 F94 H98 I98 J97 K95 L95 M94 N96 
9 0 9 H.JBB.H.J.CCAAK..MDDKL.MIEEL.NI..FFN A93 B94 C98 D97 E96 F94 H98 I98 J97 K95 L95 M96 N96 
9 0 9 H.JBB.H.JLCCAAKL.MDDK..MI.EE.NI..FFN A93 B96 C98 D97 E97 F94 H98 I98 J97 K95 L95 M96 N96 
9 0 9 H.JBBMH.JCCMAAKL..DDKL..I.EE.NI..FFN A93 B96 C99 D97 E97 F94 H98 I98 J97 K95 L96 M94 N96 
9 0 9 H.JBBMH.JCCMAAKL..DDKL..I.EE.NI.FF.N A93 B96 C99 D97 E97 F93 H98 I98 J97 K95 L96 M94 N96 
9 0 9 H.JBB.H.JLCCAAKL.MDDK..MIEE..NIFF..N A93 B96 C98 D97 E96 F92 H98 I98 J97 K95 L95 M96 N96 
9 0 9 H.JBB.H.JLCCAAKL.MDDK..MI.EE.NIFF..N A93 B96 C98 D97 E97 F92 H98 I98 J97 K95 L95 M96 N96 
9 0 9 H.J.BBH.JCCMAAKL.MDDKL.NI.EE.NIFF... A93 B95 C99 D97 E97 F92 H98 I98 J97 K95 L96 M95 N95 
9 0 9 H.JBBMH.JCCMAAKL..DDKL.NI.EE.NIFF... A93 B96 C99 D97 E97 F92 H98 I98 J97 K95 L96 M94 N95 
9 0 9 ..JBBMH.JCCMHAAL..DDKL..I.KEENI.FF.N A92 B94 C99 D97 E98 F89 H97 I98 J97 K96 L96 M94 N96 
9 0 9 ..JBBMH.JCCMHAAL..DDKL..I.KEENIFF..N A92 B94 C99 D97 E98 F88 H97 I98 J97 K96 L96 M94 N96 
9 0 9 ..J.BBH.JCCMHAAL.MDDKL.NI.KEENIFF... A92 B95 C99 D97 E98 F88 H97 I98 J97 K96 L96 M95 N95 
9 0 9 ..J.BBH.JCCMHAAL.MDDKL.NI.KEENI.FF.. A92 B95 C99 D97 E98 F89 H97 I98 J97 K96 L96 M95 N95 
9 0 9 H..LBBH.JLCCAAJ..MIDD..MI.KEEN..KFFN A91 B95 C98 D96 E98 F90 H98 I97 J96 K95 L94 M94 N96 
9 0 9 HBB...H.J.CCAAJL.MIDDL.MI.KEEN..KFFN A91 B92 C98 D96 E98 F90 H98 I97 J96 K95 L96 M94 N96 
9 0 9 H.BB..H.J.CCAAJL.MIDDL.MI.KEEN..KFFN A91 B93 C98 D96 E98 F90 H98 I97 J96 K95 L96 M94 N96 
9 0 9 ..JBB.H.JLCCHAAL.M..DD.MI.KEENI.KFFN A92 B94 C98 D93 E98 F90 H97 I98 J97 K95 L95 M94 N96 
9 0 9 H.J.BBH.JLCCAAKL.MDDK..MIEE..NI..FFN A91 B95 C98 D95 E96 F90 H98 I98 J97 K93 L95 M94 N96 
9 0 9 ..JBB.H.JLCCHAAL.MDDK..MI.KEENIFF..N A92 B94 C98 D95 E98 F88 H97 I98 J97 K94 L95 M94 N96 
9 0 9 ..JBB.H.JLCCHAAL.MDDK..MI.KEENI.FF.N A92 B94 C98 D95 E98 F89 H97 I98 J97 K94 L95 M94 N96 
9 0 9 H.JBB.H.JLCCAAKL.MDDK..MIEE..NI.FF.N A91 B94 C98 D95 E96 F89 H98 I98 J97 K93 L95 M94 N96 
9 0 9 H.JBB.H.JLCCAAKL.MDDK..MI.EE.NI.FF.N A91 B94 C98 D95 E97 F89 H98 I98 J97 K93 L95 M94 N96 
9 0 9 H.J.BBH.JLCCAAKL.MDDK..MIEE..NI.FF.N A91 B95 C98 D95 E96 F89 H98 I98 J97 K93 L95 M94 N96 
9 0 9 H.J.BBH.JLCCAAKL.MDDK..MI.EE.NI.FF.N A91 B95 C98 D95 E97 F89 H98 I98 J97 K93 L95 M94 N96 
9 0 9 H.J.BBH.JLCCAAKL.MDDK..MIEE..NIFF..N A91 B95 C98 D95 E96 F88 H98 I98 J97 K93 L95 M94 N96 
9 0 9 H.J.BBH.JLCCAAKL.MDDK..MI.EE.NIFF..N A91 B95 C98 D95 E97 F88 H98 I98 J97 K93 L95 M94 N96 
9 0 9 H.J.BBH.JLCCAAKL.MDDK..MI.EE.NI..FFN A91 B95 C98 D95 E97 F90 H98 I98 J97 K93 L95 M94 N96 
9 0 9 HBB...H.JLCCAAJL.MDDK..MI.KEENI..FFN A91 B92 C98 D95 E98 F90 H98 I98 J96 K94 L95 M94 N96 
9 0 9 H.BB..H.JLCCAAJL.MDDK..MI.KEENI..FFN A91 B93 C98 D95 E98 F90 H98 I98 J96 K94 L95 M94 N96 
9 0 9 ..J.BBH.JLCCHAAL.MDDK..MI.KEENIFF..N A92 B95 C98 D95 E98 F88 H97 I98 J97 K94 L95 M94 N96 
9 0 9 ..J.BBH.JLCCHAAL.MDDK..MI.KEENI.FF.N A92 B95 C98 D95 E98 F89 H97 I98 J97 K94 L95 M94 N96 
9 0 9 H.JLBBH.JLCC..KAAMDDK..MI..EENI..FFN A90 B95 C98 D95 E98 F90 H96 I98 J97 K93 L94 M94 N96 
9 0 9 H.JLBBH.JLCC..AA.MDDK..MI.KEENI..FFN A89 B95 C98 D95 E98 F90 H96 I98 J97 K94 L94 M94 N96 
9 0 9 H..LBBH.JLCC..JAAMDDK..MI.KEENI..FFN A90 B95 C98 D95 E98 F90 H96 I98 J96 K94 L94 M94 N96 
9 0 9 ..JLBBH.JLCCH.KAAMDDK..MI..EENI.FF.N A90 B95 C98 D95 E98 F89 H97 I98 J97 K93 L94 M94 N96 
9 0 9 H.JLBBH.JLCC..KAAMDDK..MI..EENI.FF.N A90 B95 C98 D95 E98 F87 H96 I98 J97 K93 L94 M94 N96 
9 0 9 H.JLBBH.JLCC..KAAMDDK..MI..EENIFF..N A90 B95 C98 D95 E98 F88 H96 I98 J97 K93 L94 M94 N96 
9 0 9 ..JLBBH.JLCCH.KAAMDDK..MI..EENIFF..N A90 B95 C98 D95 E98 F88 H97 I98 J97 K93 L94 M94 N96 
9 0 9 ..JLBBH.JLCCH.KAAMDDK..MI..EENI..FFN A90 B95 C98 D95 E98 F90 H97 I98 J97 K93 L94 M94 N96 
9 0 9 ...LBBH.JLCCH.JAAMDDK..MI.KEENI..FFN A90 B95 C98 D95 E98 F90 H97 I98 J96 K94 L94 M94 N96 
9 0 9 ..JLBBH.JLCCHAA..MDDK..MI.KEENIFF..N A92 B95 C98 D95 E98 F88 H97 I98 J97 K94 L94 M94 N96 
9 0 9 ..JLBBH.JLCCHAA..MDDK..MI.KEENI.FF.N A92 B95 C98 D95 E98 F89 H97 I98 J97 K94 L94 M94 N96 
9 0 9 ..JLBBH.JLCCH.AA.MDDK..MI.KEENI..FFN A91 B95 C98 D95 E98 F90 H97 I98 J97 K94 L94 M94 N96 
9 0 9 H.J.BBH.JCCMAAKL.MDDKL.NI.EE.NI.FF.. A93 B95 C99 D97 E97 F91 H98 I98 J97 K95 L96 M95 N95 
9 0 9 H.JBBMH.JCCMAAKL..DDKL.NI.EE.NI.FF.. A93 B96 C99 D97 E97 F91 H98 I98 J97 K95 L96 M94 N95 
9 0 9 H.JBBMH.JCCMAAKL..DDKL..I.EE.NIFF..N A93 B96 C99 D97 E97 F92 H98 I98 J97 K95 L96 M94 N96 
9 0 9 HBB...H.JCC.AAJL.MIDDL.MI.KEEN..KFFN A93 B94 C99 D98 E98 F94 H98 I97 J96 K97 L96 M96 N96 
9 0 9 H.BB..H.JCC.AAJL.MIDDL.MI.KEEN..KFFN A93 B95 C99 D98 E98 F94 H98 I97 J96 K97 L96 M96 N96 
9 0 9 ..JBBMH.JCCMHAA..N..DD.NI.KLEEI.KLFF A94 B96 C99 D97 E99 F95 H99 I98 J97 K97 L94 M98 N98 
9 0 9 ..JBBM..JCCMH..AANH.DD.NI.KLEEI.KLFF A96 B96 C99 D97 E99 F97 H98 I98 J97 K97 L96 M98 N98 
9 0 9 ..JBBM..JCCMHAA..NHDD..NI.KLEEI.KLFF A94 B96 C99 D98 E99 F97 H98 I98 J97 K97 L96 M98 N98 
9 0 9 ..JBBMH.JCCMH.AA.NIDDL.NI.KLEE..KFF. A95 B96 C99 D98 E99 F96 H99 I97 J97 K97 L97 M98 N98 
9 0 9 ..BB.MH.CC.MH.JAANDDJL.NI.KLEEI.KFF. A96 B95 C98 D97 E99 F96 H99 I98 J97 K97 L97 M98 N98 
9 0 9 ..BB.MH.CC.MH.JAANDDJ..NI.KLEEI.KLFF A96 B95 C98 D97 E99 F97 H99 I98 J97 K97 L96 M98 N98 
9 0 9 ..BB.MHCC..MH.JAANDDJL.NI.KLEEI.KFF. A96 B95 C97 D97 E99 F96 H99 I98 J97 K97 L97 M98 N98 
9 0 9 ..BB.MHCC..MH.JAANDDJ..NI.KLEEI.KLFF A96 B95 C97 D97 E99 F97 H99 I98 J97 K97 L96 M98 N98 
9 0 9 .BB..MH.CC.MH.JAANDDJL.NI.KLEEI.KFF. A96 B94 C98 D97 E99 F96 H99 I98 J97 K97 L97 M98 N98 
9 0 9 .BB..MH.CC.MH.JAANDDJ..NI.KLEEI.KLFF A96 B94 C98 D97 E99 F97 H99 I98 J97 K97 L96 M98 N98 
9 0 9 .BB..MHCC..MH.JAANDDJL.NI.KLEEI.KFF. A96 B94 C97 D97 E99 F96 H99 I98 J97 K97 L97 M98 N98 
9 0 9 .BB..MHCC..MH.JAANDDJ..NI.KLEEI.KLFF A96 B94 C97 D97 E99 F97 H99 I98 J97 K97 L96 M98 N98 
9 0 9 H.BB.MH.CC.M..JAANDDJL.NI.KLEEI.KFF. A96 B95 C98 D97 E99 F96 H98 I98 J97 K97 L97 M98 N98 
9 0 9 H.BB.MH.CC.M..JAANDDJ..NI.KLEEI.KLFF A96 B95 C98 D97 E99 F97 H98 I98 J97 K97 L96 M98 N98 
9 0 9 H.BB.MHCC..M..JAANDDJL.NI.KLEEI.KFF. A96 B95 C97 D97 E99 F96 H98 I98 J97 K97 L97 M98 N98 
9 0 9 H.BB.MHCC..M..JAANDDJ..NI.KLEEI.KLFF A96 B95 C97 D97 E99 F97 H98 I98 J97 K97 L96 M98 N98 
9 0 9 HBB..MH.CC.M..JAANDDJL.NI.KLEEI.KFF. A96 B94 C98 D97 E99 F96 H98 I98 J97 K97 L97 M98 N98 
9 0 9 HBB..MH.CC.M..JAANDDJ..NI.KLEEI.KLFF A96 B94 C98 D97 E99 F97 H98 I98 J97 K97 L96 M98 N98 
9 0 9 HBB..MHCC..M..JAANDDJL.NI.KLEEI.KFF. A96 B94 C97 D97 E99 F96 H98 I98 J97 K97 L97 M98 N98 
9 0 9 HBB..MHCC..M..JAANDDJ..NI.KLEEI.KLFF A96 B94 C97 D97 E99 F97 H98 I98 J97 K97 L96 M98 N98 
9 0 9 HBB..MH.JCCM..JAANDDKL.NI.KLEEIFF... A96 B94 C99 D97 E99 F94 H98 I98 J98 K96 L97 M98 N98 
9 0 9 H.BB.MH.JCCM..JAANDDKL.NI.KLEEIFF... A96 B95 C99 D97 E99 F94 H98 I98 J98 K96 L97 M98 N98 
